0@@<builtin>~1-1:1-1Number.isNaN
5808@@prettier.js~175290-175290:1618-1673h
5541@@prettier.js~492937-492939:1-1isBinaryish
2585@@<builtin>~1-1:1-1Object.keys
37462@@prettier.js~175290-175290:17732-17812:anonymous
859@@prettier.js~175290-175290:16532-16545t
5632@@prettier.js~480456-480458:1-1getPrecedence
2977@@prettier.js~175290-175290:76271-76295i.parseParenItem
20380@@prettier.js~487379-487384:1-1makeIndent
1238@@<builtin>~1-1:1-1String.prototype.split
35764@@prettier.js~175290-175290:91171-91285i.finishNodeAt
47609@@prettier.js~175290-175290:23278-23445i.finishToken
47895@@prettier.js~175290-175290:35245-35418i.updateContext
20585@@prettier.js~175290-175290:123715-123801i.isKeyword
1981@@prettier.js~492386-492386:38-59:=>
1121@@<builtin>~1-1:1-1String.prototype.includes
22395@@prettier.js~492129-492141:1-1printOptionalToken
50561@@prettier.js~175290-175290:35499-35657t
720@@<builtin>~1-1:1-1String.prototype.toLowerCase
9930@@prettier.js~481887-481889:9-69:=>
6422@@prettier.js~480322-480324:1-1isNextLineEmpty
964@@/[a-z]$/~1-1:1-8regex TRegex fwd: /[a-z]$/
12091@@prettier.js~175290-175290:18364-18429i.isRelational
13483@@prettier.js~175290-175290:88185-88268i.shouldAllowYieldIdentifier
61730@@prettier.js~482013-482051:1-1printComments
5136@@<builtin>~1-1:1-1Array.prototype.some
55266@@prettier.js~175290-175290:20123-20400i.next
727@@<builtin>~1-1:1-1parseInt
598@@<builtin>~1-1:1-1StringExtensions.trimStart
3743@@prettier.js~482869-482885:1-1willBreak$1
57295@@prettier.js~482163-482176:29-1call
17095@@prettier.js~479781-479790:1-1group
9894@@prettier.js~175290-175290:19322-19369i.expect
2162@@<builtin>~1-1:1-1Array.prototype.find
835@@/^([+-])?\./~1-1:1-12regex TRegex fwd: /^([+-])?\./
842@@/^([+-]?[\d.]+)e[+-]?0+$/~1-1:1-25regex TRegex fwd: /^([+-]?[\d.]+)e[+-]?0+$/
850@@/(\.\d+?)0+(?=e|$)/~1-1:1-19regex TRegex fwd: /(\.\d+?)0+(?=e|$)/
857@@/^([+-]?[\d.]+e)(?:\+|(-))?0*(...~1-1:1-34regex TRegex fwd: /^([+-]?[\d.]+e)(?:\+|(-))?0*(...
864@@/\.(?=e|$)/~1-1:1-11regex TRegex fwd: /\.(?=e|$)/
1504@@<builtin>~1-1:1-1Object.prototype.hasOwnProperty
1845@@prettier.js~489192-489192:38-75:=>
15642@@prettier.js~175290-175290:66040-66133i.parseSubscripts
823@@/[^ \u000a\u000d\u0009]/~1-1:1-24regex TRegex fwd: /[^ \u000a\u000d\u0009]/
5955@@prettier.js~492941-492946:1-1isMemberish
12200@@<builtin>~1-1:1-1Array.prototype.slice
73061@@prettier.js~488523-488551:1-1hasJsxIgnoreComment
7506@@prettier.js~480572-480577:1-1getLeftMost
738@@/\\([\s\S])|(['"])/g~1-1:1-20regex TRegex fwd: /\\([\s\S])|(['"])/g
1742@@prettier.js~489783-489785:32-7:=>
11530@@prettier.js~175290-175290:19069-19151i.hasPrecedingLineBreak
61649@@prettier.js~480349-480377:1-1locStart$1
724@@<builtin>~1-1:1-1Array.prototype.every
4824@@prettier.js~493537-493542:1-1isStringLiteral
713@@/(^[A-Z])|^[_$]+$/~1-1:1-18regex TRegex fwd: /(^[A-Z])|^[_$]+$/
1246@@prettier.js~489797-489797:44-60:=>
4318@@prettier.js~493146-493148:1-1hasTrailingComment
480@@<builtin>~1-1:1-1Boolean
4670@@prettier.js~479803-479805:1-1ifBreak
933@@/[_n]/g~1-1:1-7regex TRegex fwd: /[_n]/g
1957@@prettier.js~492408-492408:34-70:=>
60089@@prettier.js~480379-480406:1-1locEnd$1
1930@@prettier.js~175290-175290:17825-17856z
5259@@prettier.js~482776-482814:1-1traverseDoc
2221@@prettier.js~489188-489190:31-7:=>
12971@@prettier.js~480281-480286:1-1hasNewline
6696@@prettier.js~175290-175290:16475-16510e.hasPlugin
75764@@prettier.js~175290-175290:21069-21402i.nextToken
31478@@prettier.js~175290-175290:34689-34866i.readWord
9492@@prettier.js~480231-480240:1-1skipTrailingComment
595@@<builtin>~1-1:1-1Object
3612@@<builtin>~1-1:1-1Array.prototype.unshift
78263@@prettier.js~175290-175290:139054-139518i.readToken
5248@@prettier.js~480168-480173:1-1getLast
24854@@prettier.js~175290-175290:84300-84443i.parseIdentifier
1928@@prettier.js~492404-492404:13-45:=>
90664@@prettier.js~493575-493614:3-3printGenerically
5739@@prettier.js~482834-482848:1-1findInDoc
39464@@prettier.js~480176-480208:10-3:=>
20285@@prettier.js~175290-175290:65813-66020i.parseExprSubscripts
82419@@prettier.js~175290-175290:139536-139955i.updateContext
531@@<builtin>~1-1:1-1Map.prototype.get
1265@@prettier.js~492240-492240:17-37:=>
1515@@prettier.js~493253-493253:6-60:=>
4105@@prettier.js~493142-493144:1-1hasLeadingComment
3506@@prettier.js~482943-482945:1-1rawText$1
1550@@prettier.js~488519-488519:24-76:=>
5296@@prettier.js~175290-175290:19247-19311i.semicolon
2887@@prettier.js~480161-480166:1-1getPenultimate
5534@@prettier.js~175290-175290:88295-88368i.parseBindingIdentifier
15132@@prettier.js~175290-175290:18956-19043i.canInsertSemicolon
2559@@prettier.js~482857-482864:5-5:=>
22552@@prettier.js~175290-175290:138866-139040i.parseExprAtom
1587@@prettier.js~481276-481283:20-3:=>
1351@@prettier.js~492407-492407:34-69:=>
2949@@<builtin>~1-1:1-1Array.prototype.forEach
89958@@prettier.js~175290-175290:22691-23262i.skipSpace
1096@@prettier.js~492260-492260:13-33:=>
29067@@prettier.js~175290-175290:12428-12674updateContext
29023@@prettier.js~480245-480279:1-1skipNewline
8168@@prettier.js~175290-175290:124757-124855i.checkLVal
9633@@prettier.js~175290-175290:36990-37085i.parseStatement
11522@@prettier.js~480307-480320:1-1isNextLineEmptyAfterIndex
31720@@prettier.js~175290-175290:84844-85159i.checkReservedWord
6755@@<builtin>~1-1:1-1Array.prototype.map
19547@@prettier.js~175290-175290:63049-63266i.parseMaybeConditional
7487@@prettier.js~175290-175290:19172-19233i.isLineTerminator
305@@prettier.js~175290-175290:13129-13140updateContext
19863@@prettier.js~175290-175290:63539-63751i.parseExprOps
2272@@<builtin>~1-1:1-1Function.prototype.apply
1750@@prettier.js~480583-480585:1-1isBlockComment
8125@@prettier.js~493150-493161:1-1hasLeadingOwnLineComment
15401@@prettier.js~480216-480229:1-1skipInlineComment
365@@<builtin>~1-1:1-1String.fromCharCode
429@@/([ \u000a\u000d\u0009]+)/y~1-1:1-27regex TRegex fwd: /([ \u000a\u000d\u0009]+)/y
430@@/\#/g~1-1:1-5regex literal:indexOfString(#): /\#/g
77941@@prettier.js~482722-482772:1-1isStatement
356@@<builtin>~1-1:1-1StringExtensions.trimEnd
114266@@prettier.js~488553-488664:1-1genericPrint
2536@@prettier.js~492385-492387:3-3printGroup
5797@@prettier.js~491621-491627:1-1printFunctionTypeParameters
6486@@<builtin>~1-1:1-1Array.prototype.filter
1137@@prettier.js~493267-493267:5-59:=>
9806@@prettier.js~175290-175290:18300-18347i.addExtra
447@@<builtin>~1-1:1-1Math.max
7902@@<builtin>~1-1:1-1Array.prototype.concat
4860@@prettier.js~493356-493364:1-1isMemberExpressionChain
5807@@prettier.js~488472-488490:1-1shouldPrintComma
11450@@prettier.js~175290-175290:28242-28351i.finishOp
591@@<builtin>~1-1:1-1Object.prototype.toString
338@@<builtin>~1-1:1-1String.prototype.startsWith
33993@@prettier.js~175290-175290:84467-84822i.parseIdentifierName
437@@<builtin>~1-1:1-1RegExp.prototype.get source
10246@@prettier.js~492948-492972:1-1shouldInlineLogicalExpression
3423@@<builtin>~1-1:1-1Array.prototype.splice
631@@prettier.js~492774-492774:23-70:=>
2187@@prettier.js~493508-493513:1-1hasDanglingComments
400@@prettier.js~197356-197358:5-5identity
1524@@prettier.js~479777-479779:1-1align
2552@@<builtin>~1-1:1-1%ForInIteratorPrototype%.next
7019@@prettier.js~493635-493649:1-1isTheOnlyJSXElementInMarkdown
46959@@prettier.js~175290-175290:34104-34676i.readWord1
651@@prettier.js~492792-492792:23-57:=>
3459@@prettier.js~493259-493270:1-1stmtNeedsASIProtection
1278@@<builtin>~1-1:1-1Array.prototype.sort
6003@@prettier.js~493059-493069:1-1printAssignmentRight
2025@@prettier.js~481810-481816:1-1handleAssignmentPatternComments
9117@@prettier.js~175290-175290:12950-13104updateContext
4050@@prettier.js~175290-175290:67972-68097i.atPossibleAsync
212@@/"/g~1-1:1-4regex literal:indexOfString("): /"/g
2097@@prettier.js~481687-481693:1-1handleImportSpecifierComments
12279@@prettier.js~175290-175290:118392-118597i.parseStatement
1370@@prettier.js~480509-480516:1-1isBitwiseOperator
29757@@prettier.js~175290-175290:131850-132424i.parseSubscripts
1241@@prettier.js~492368-492370:3-3isFactory
1127@@prettier.js~193648-193650:5-5isObjectLike
7091@@prettier.js~479822-479834:1-1join$1
1418@@prettier.js~175290-175290:2561-2648P
2017@@prettier.js~493369-493376:1-1isObjectTypePropertyAFunction
1862@@prettier.js~492233-492236:11-63:=>
4666@@prettier.js~175290-175290:124328-124481i.toReferencedList
14115@@prettier.js~175290-175290:12104-12405updateContext
6934@@prettier.js~175290-175290:127081-127393i.parseMaybeDefault
2225@@prettier.js~507368-507377:23-3:=>
2068@@prettier.js~493395-493402:1-1isTypeAnnotationAFunction
7429@@prettier.js~491507-491525:37-3:=>
907@@prettier.js~175290-175290:3587-3658e
2212@@prettier.js~481780-481790:1-1handleForComments
1215@@prettier.js~489815-489816:20-87:=>
2260@@prettier.js~481345-481349:1-1addLeadingComment
3675@@prettier.js~492580-492588:3-3recurse
2248@@prettier.js~481717-481732:1-1handleUnionTypeComments
4321@@prettier.js~491464-491475:1-1shouldGroupLastArg
2237@@prettier.js~175290-175290:46305-46425i.isValidDirective
2285@@prettier.js~481473-481485:1-1handleMemberExpressionComments
3062@@prettier.js~493178-493191:1-1getLeftSide
730@@prettier.js~489403-489412:22-7:=>
158@@<builtin>~1-1:1-1String
7295@@prettier.js~175290-175290:72876-73117i.parseMaybePrivateName
4441@@prettier.js~491477-491491:1-1shouldGroupFirstArg
3999@@prettier.js~175290-175290:46040-46133i.parseExpressionStatement
1237@@prettier.js~493530-493535:1-1isNumericLiteral
4145@@prettier.js~491305-491367:1-1printStatementSequence
2408@@prettier.js~175290-175290:13881-14009i.addComment
3403@@prettier.js~175290-175290:48144-48238i.parseVarHead
4926@@prettier.js~493404-493416:1-1isNodeStartingWithDeclare
247@@/['\n\r\u2028\u2029\\]/g~1-1:1-24regex TRegex fwd: /['\n\r\u2028\u2029\\]/g
931@@prettier.js~193619-193622:5-5isObject
1657@@<builtin>~1-1:1-1Array.prototype.reduce
6188@@prettier.js~493163-493176:1-1hasNakedLeftSide
4533@@prettier.js~175290-175290:12699-12817updateContext
805@@prettier.js~175290-175290:120643-120703c.alternate
699@@prettier.js~493007-493014:11-13:=>
6861@@prettier.js~480477-480507:1-1shouldFlatten
561@@prettier.js~491555-491555:32-69:=>
563@@prettier.js~493544-493546:1-1isObjectType
720@@prettier.js~482854-482867:1-1isLineNext$1
228@@/<%-([\s\S]+?)%>|<%=([\s\S]+?)...~1-1:1-82regex TRegex fwd: /<%-([\s\S]+?)%>|<%=([\s\S]+?)...
2401@@prettier.js~175290-175290:82792-82856i.parseFunctionBodyAndFinish
11077@@prettier.js~175290-175290:61675-61995i.parseExpression
2418@@prettier.js~175290-175290:81395-81445i.initFunction
8332@@prettier.js~175290-175290:124503-124743i.parseExprListItem
29741@@prettier.js~175290-175290:129933-130674i.parseMaybeAssign
2045@@prettier.js~480734-480749:1-1printNumber
5041@@prettier.js~175290-175290:68122-68393i.finishCallExpression
995@@prettier.js~489761-489764:26-24maybeGroup
999@@prettier.js~492534-492592:1-1getConditionalChainContents
3091@@<builtin>~1-1:1-1Object.create
4323@@prettier.js~175290-175290:46444-46546i.parseBlockBody
2587@@prettier.js~481792-481808:1-1handleImportDeclarationComments
8598@@prettier.js~175290-175290:84068-84280i.parseExprListItem
9508@@prettier.js~492143-492159:1-1printMemberLookup
9802@@prettier.js~175290-175290:121852-122122i.parseParenItem
1023@@prettier.js~492499-492501:1-1conditionalExpressionChainContainsJSX
3552@@prettier.js~493103-493113:1-1adjustClause
38788@@prettier.js~480957-481017:1-1getSortedChildNodes
4237@@prettier.js~175290-175290:89244-89413i.parseAssignableListItem
8503@@prettier.js~175290-175290:89488-89722i.parseMaybeDefault
2248@@prettier.js~481871-481877:1-1isJsDocComment
2724@@prettier.js~493479-493486:1-1isTemplateOnItsOwnLine
787@@prettier.js~193060-193062:5-5eq
115074@@prettier.js~485699-485849:1-1fromBabylonFlowOrTypeScript
194@@/^_|^events$|^on[A-Z]/~1-1:1-22regex TRegex fwd: /^_|^events$|^on[A-Z]/
8251@@prettier.js~175290-175290:88389-88698i.parseBindingAtom
191@@/^\w*$/~1-1:1-7regex TRegex fwd: /^\w*$/
45435@@prettier.js~175290-175290:63767-64618i.parseExprOp
853@@prettier.js~193589-193592:5-5isLength
899@@prettier.js~492761-492770:31-3:=>
4610@@prettier.js~487386-487400:1-1makeAlign
2827@@prettier.js~481332-481343:1-1addCommentHelper
12044@@prettier.js~175290-175290:25581-25837i.readToken_eq_excl
1810@@prettier.js~493115-493120:1-1nodeStr
121676@@prettier.js~175290-175290:14028-16338i.processComment
3400@@prettier.js~175290-175290:123949-124110i.toAssignable
2715@@prettier.js~175290-175290:131520-131660i.checkFunctionNameAndParams
2720@@prettier.js~175290-175290:13168-13288updateContext
2293@@prettier.js~184441-184452:5-5baseAssignValue
3078@@prettier.js~175290-175290:17668-17816e.clone
136@@<builtin>~1-1:1-1Object.getPrototypeOf
2754@@prettier.js~175290-175290:117882-118064i.parseFunctionBody
578@@prettier.js~490273-490273:26-64:=>
71@@<builtin>~1-1:1-1Date.now
1757@@prettier.js~481879-481894:1-1printJsDocComment
6260@@prettier.js~481981-482004:1-1printDanglingComments
14508@@prettier.js~480520-480570:1-1startsWithNoLookaheadToken
1839@@prettier.js~480696-480732:1-1makeString
353@@prettier.js~490206-490206:9-51:=>
168@@/\b(__p \+=) '' \+/g~1-1:1-20regex TRegex fwd: /\b(__p \+=) '' \+/g
169@@/(__e\(.*?\)|\b__t\)) \+\n'';/...~1-1:1-31regex TRegex fwd: /(__e\(.*?\)|\b__t\)) \+\n'';/...
169@@/\d+/~1-1:1-5regex TRegex fwd: /\d+/
1792@@prettier.js~175290-175290:42387-42442i.parseFunctionStatement
4263@@prettier.js~175290-175290:129360-129515i.parseVarHead
1532@@prettier.js~489404-489411:19-9:=>
17822@@prettier.js~482210-482235:28-1map
3082@@prettier.js~493130-493140:1-1isLastStatement
9341@@prettier.js~493071-493101:1-1printAssignment
346@@<builtin>~1-1:1-1Array.prototype.toString
122@@<builtin>~1-1:1-1RegExp.prototype.[Symbol.split]
21940@@prettier.js~481022-481098:1-1decorateComment
5021@@prettier.js~175290-175290:46148-46284i.parseBlock
273@@<builtin>~1-1:1-1Array.prototype.reverse
2948@@prettier.js~175290-175290:82590-82761i.isStrictBody
3430@@prettier.js~491854-491870:1-1printReturnType
335@@<builtin>~1-1:1-1Array.prototype.shift
9000@@prettier.js~175290-175290:23463-23714i.readToken_dot
3875@@prettier.js~493515-493528:1-1isLiteral
79@@<builtin>~1-1:1-1Function.prototype.toString
2673@@prettier.js~492491-492497:1-1isMeaningfulJSXText
3225@@prettier.js~493193-493219:1-1getLeftSidePathName
3117@@prettier.js~175290-175290:74390-74482i.parseParenExpression
6051@@prettier.js~491445-491462:1-1couldGroupArg
1028@@prettier.js~492595-492602:1-1isJSXWhitespaceExpression
127@@<builtin>~1-1:1-1RegExp.prototype.get sticky
127@@<builtin>~1-1:1-1RegExp.prototype.get dotAll
128@@<builtin>~1-1:1-1RegExp.prototype.get hasIndices
128@@<builtin>~1-1:1-1RegExp.prototype.get multiline
129@@<builtin>~1-1:1-1RegExp.prototype.get ignoreCase
2950@@prettier.js~493336-493354:1-1returnArgumentHasLeadingComment
1070@@prettier.js~188275-188280:5-5isPrototype
3211@@prettier.js~481446-481471:1-1handleTryStatementComments
3263@@prettier.js~481920-481938:1-1printLeadingComment
70@@prettier.js~175290-175290:16354-16367t
1009@@prettier.js~193208-193210:5-5isArrayLike
15929@@prettier.js~491311-491364:12-3:=>
3141@@prettier.js~175290-175290:129168-129343i.parseFunctionParams
2889@@prettier.js~184362-184368:5-5assignValue
984@@prettier.js~175290-175290:126315-126424i.parsePropertyName
5250@@prettier.js~175290-175290:126771-127059i.parseAssignableListItemTypes
16652@@prettier.js~175290-175290:89736-90576i.checkLVal
607@@prettier.js~175290-175290:76153-76196i.shouldParseArrow
79@@<builtin>~1-1:1-1Object.getOwnPropertySymbols
79@@prettier.js~197903-197905:5-5stubFalse
413@@prettier.js~188430-188432:5-5objectToString
1129@@<builtin>~1-1:1-1Object.assign
51065@@prettier.js~175290-175290:64638-65789i.parseMaybeUnary
3414@@prettier.js~481525-481549:1-1handleClassComments
493@@<builtin>~1-1:1-1Function
146@@prettier.js~175290-175290:3698-3726e
3002@@prettier.js~175290-175290:44577-44689i.parseVarStatement
39935@@prettier.js~175290-175290:62016-63023i.parseMaybeAssign
1179@@prettier.js~498072-498076:33-3:=>
1138@@prettier.js~175290-175290:18622-18681i.isContextual
1088@@prettier.js~480288-480295:1-1hasNewlineInRange
108@@prettier.js~491381-491381:52-66:=>
6440@@prettier.js~175290-175290:34883-35227i.braceIsBlock
1387@@prettier.js~187452-187458:5-5customDefaultsAssignIn
962@@prettier.js~179536-179541:51-5cloneDeep
3523@@prettier.js~481754-481778:1-1handleOnlyComments
3348@@prettier.js~175290-175290:48958-49122i.parseFunctionParams
113123@@prettier.js~175290-175290:26144-28229i.getTokenFromCode
2257@@prettier.js~175290-175290:20558-20699i.lookahead
3575@@prettier.js~175290-175290:21658-21874i.pushComment
474@@prettier.js~183074-183076:12-5:anonymous
100@@/^on[A-Z]/~1-1:1-10regex TRegex fwd: /^on[A-Z]/
174@@prettier.js~492434-492434:5-50:=>
143@@<builtin>~1-1:1-1RegExp.prototype.get flags
3621@@prettier.js~481396-481443:1-1handleIfStatementComments
613@@prettier.js~195209-195211:5-5keysIn
8235@@prettier.js~493549-493568:1-1isTestCall
496@@prettier.js~483258-483260:5-5isIdentifierPartES6
1187@@prettier.js~175290-175290:2467-2560x
619@@prettier.js~194547-194549:39-5assignInWith
3595@@prettier.js~481551-481587:1-1handleMethodNameComments
3684@@prettier.js~482025-482044:13-3:=>
1550@@prettier.js~175290-175290:131699-131830i.parseParenAndDistinguishExpression
1007@@<builtin>~1-1:1-1Object.defineProperty
71336@@prettier.js~175290-175290:66152-67952i.parseSubscript
4080@@prettier.js~491781-491811:1-1printFunctionDeclaration
3520@@prettier.js~175290-175290:118095-118373i.parseFunctionBodyAndFinish
43094@@prettier.js~175290-175290:119502-120748i.parseConditional
3748@@prettier.js~481648-481685:1-1handleLastFunctionArgComments
6312@@prettier.js~175290-175290:118626-119088i.parseExpressionStatement
1008@@prettier.js~479792-479797:1-1conditionalGroup
1623@@prettier.js~175290-175290:134542-134710i.jsxReadWord
764@@prettier.js~175290-175290:94381-94485updateContext
1631@@prettier.js~175290-175290:134733-134939i.jsxParseIdentifier
7375@@prettier.js~175290-175290:68426-68727i.parseCallExpressionArguments
1120@@prettier.js~175290-175290:80878-81006i.parseObjPropValue
6433@@prettier.js~175290-175290:74135-74365i.parseLiteral
202@@prettier.js~479799-479801:1-1fill
26523@@prettier.js~487402-487487:1-1fits
51@@/'/g~1-1:1-4regex literal:indexOfString('): /'/g
694@@prettier.js~175290-175290:76211-76252i.parseArrow
167836@@prettier.js~482237-482720:36-1FastPath$1.needsParens
1139@@prettier.js~175290-175290:117692-117860i.flowParseVariance
1960@@prettier.js~489415-489428:67-7:=>
5722@@prettier.js~482182-482205:29-1each
220@@prettier.js~182897-182899:28-5:anonymous
172@@prettier.js~493511-493511:24-71:=>
6037@@prettier.js~492205-492247:3-3rec
86@@prettier.js~487372-487377:1-1rootIndent
4023@@prettier.js~175290-175290:24196-24539i.readToken_pipe_amp
1697@@prettier.js~175290-175290:134966-135201i.jsxParseNamespacedName
104@@prettier.js~490086-490086:9-47:=>
1166@@prettier.js~175290-175290:61312-61504i.checkPropClash
6523@@prettier.js~175290-175290:46578-46975i.parseBlockOrModuleBlockBody
3569@@prettier.js~175290-175290:42682-42966i.parseReturnStatement
32@@prettier.js~197631-197633:5-5noop
939@@prettier.js~184582-184589:33-7:anonymous
226@@prettier.js~194433-194435:5-5toString
3443@@prettier.js~175290-175290:42463-42657i.parseIfStatement
277@@prettier.js~195034-195036:5-5has
3331@@prettier.js~175290-175290:21895-22300i.skipBlockComment
515@@prettier.js~175290-175290:72734-72850i.parseBooleanLiteral
6604@@prettier.js~493221-493257:1-1exprNeedsASIProtection
821@@prettier.js~175290-175290:131243-131321i.shouldParseArrow
4840@@prettier.js~175290-175290:86057-86942i.toAssignable
230@@prettier.js~182896-182900:3-3baseValues
10399@@prettier.js~492982-493057:1-1printBinaryishExpressions
4104@@prettier.js~481844-481869:1-1printComment
1440@@prettier.js~175290-175290:73145-73312i.parseFunctionExpression
271@@prettier.js~483254-483256:5-5isIdentifierStartES6
284@@prettier.js~184990-184992:5-5baseHas
366@@prettier.js~195182-195184:5-5keys
285@@prettier.js~194033-194036:5-5isSymbol
36@@/^[ \n\r\t]/~1-1:1-12regex TRegex fwd: /^[ \n\r\t]/
37@@/^\*\s*@type\s*{[^}]+}\s*$/~1-1:1-27regex TRegex fwd: /^\*\s*@type\s*{[^}]+}\s*$/
37@@/^[gmsiyu]*$/~1-1:1-13regex TRegex fwd: /^[gmsiyu]*$/
1230@@prettier.js~491369-491386:1-1printPropertyKey
89@@prettier.js~485547-485549:3-3get babylon
111@@prettier.js~490090-490092:32-9:=>
92@@<builtin>~1-1:1-1SyntaxError
852@@prettier.js~175290-175290:94513-94700updateContext
1373@@prettier.js~175290-175290:121630-121833i.forwardNoArrowParamsConversionAt
1246@@prettier.js~175290-175290:79499-79717i.isGetterOrSetterMethod
3933@@prettier.js~493449-493473:1-1shouldHugArguments
1476@@prettier.js~491541-491558:15-5:=>
505@@prettier.js~492467-492479:1-1isEmptyJSXElement
131@@prettier.js~491381-491381:7-76:=>
4051@@prettier.js~175290-175290:83429-83878i.checkFunctionNameAndParams
60401@@prettier.js~175290-175290:69204-72710i.parseExprAtom
982@@prettier.js~175290-175290:135489-135890i.jsxParseAttributeValue
1400@@prettier.js~175290-175290:120782-120979i.tryParseConditionalConsequent
2749@@prettier.js~480634-480694:1-1printString
25140@@prettier.js~175290-175290:37111-38896i.parseStatementContent
95@@prettier.js~488696-488698:19-9:=>
363@@prettier.js~492616-492710:1-1printJSXChildren
975@@prettier.js~493418-493447:1-1shouldHugType
