0@@<builtin>~1-1:1-1Number.isNaN
6833@@<builtin>~1-1:1-1String.prototype.codePointAt
16147@@<builtin>~1-1:1-1Array.isArray
21910@@<builtin>~1-1:1-1Array.prototype.pop
43802@@<builtin>~1-1:1-1Array.prototype.push
13590@@<builtin>~1-1:1-1Function.prototype.call
18921@@<builtin>~1-1:1-1RegExp.prototype.get global
30245@@prettier.js~175290-175290:20469-20507i.match
21315@@<builtin>~1-1:1-1RegExp.prototype.get unicode
11909@@/[\u001B\u009B][[\]()#;?]*(?:(...~1-1:1-126regex TRegex fwd: /[\u001B\u009B][[\]()#;?]*(?:(...
13232@@/\uD83C\uDFF4\uDB40\uDC67\uDB4...~1-1:1-7085regex TRegex fwd: /\uD83C\uDFF4\uDB40\uDC67\uDB4...
52195@@prettier.js~482131-482134:33-1getValue
17606@@prettier.js~493137-493137:5-43:=>
50650@@prettier.js~482916-482923:5-5:=>
37676@@prettier.js~482154-482156:38-1getParentNode
41598@@prettier.js~480891-480900:1-1getStringWidth
46368@@<builtin>~1-1:1-1String.prototype.replace
66235@@prettier.js~482904-482915:5-5:=>
20220@@<builtin>~1-1:1-1Function.prototype.[Symbol.hasInstance]
10550@@<builtin>~1-1:1-1String.prototype.indexOf
10552@@<builtin>~1-1:1-1Map.prototype.has
29159@@prettier.js~175290-175290:1835-1869c
27339@@prettier.js~479769-479771:1-1concat$1
11793@@<builtin>~1-1:1-1Map.prototype.set
31757@@prettier.js~479883-479883:15-89index$4
10449@@<builtin>~1-1:1-1String.prototype.slice
34426@@<builtin>~1-1:1-1RegExp
35726@@prettier.js~479872-479879:15-1index$6
100323@@<builtin>~1-1:1-1RegExp.prototype.exec
108264@@prettier.js~482136-482148:1-1getNodeHelper
204977@@prettier.js~479886-479929:15-1index$8
32304@@prettier.js~482150-482152:32-1getNode
67000@@prettier.js~175290-175290:21503-21642i.fullCharCodeAtPos
9124@@/\r\n?|\n|\u2028|\u2029/g~1-1:1-25regex TRegex fwd: /\r\n?|\n|\u2028|\u2029/g
9455@@<builtin>~1-1:1-1Array
36480@@prettier.js~175290-175290:17597-17658e.curPosition
8934@@/^[^\S\n]*$/~1-1:1-12regex TRegex fwd: /^[^\S\n]*$/
31978@@prettier.js~492459-492465:1-1isJSXNode
7758@@<builtin>~1-1:1-1String.prototype.trim
40656@@prettier.js~175290-175290:13452-13491X
22925@@prettier.js~493603-493603:9-61:=>
43611@@prettier.js~175290-175290:20990-21055i.curContext
55646@@<builtin>~1-1:1-1Array.prototype.join
26380@@<builtin>~1-1:1-1Array.prototype.indexOf
26631@@prettier.js~175290-175290:1210-1244:anonymous
8984@@/[^\S\n]*$/~1-1:1-11regex TRegex fwd: /[^\S\n]*$/
26422@@prettier.js~19675-19677:1-1ok
209513@@prettier.js~482777-482811:3-3traverseDocRec
139105@@<builtin>~1-1:1-1RegExp.prototype.[Symbol.replace]
18755@@prettier.js~482850-482852:1-1isEmpty$1
79941@@prettier.js~175290-175290:1476-1617o
14066@@/\r\n?|\n|\u2028|\u2029/g~1-1:1-25regex DFA traceFinder: /\r\n?|\n|\u2028|\u2029/g
51972@@prettier.js~175290-175290:20408-20459i.eat
13526@@<builtin>~1-1:1-1String.prototype.match
31065@@prettier.js~488509-488512:1-1hasIgnoreComment
28591@@prettier.js~175290-175290:13495-13532J
31447@@prettier.js~482837-482846:20-3:=>
31161@@prettier.js~482872-482882:5-5:=>
33768@@prettier.js~488514-488521:1-1hasNodeIgnoreComment
34359@@prettier.js~482006-482011:1-1prependCursorPlaceholder
13001@@prettier.js~175290-175290:20521-20544i.isKeyword
24134@@prettier.js~482117-482127:32-1getName
82038@@prettier.js~479934-479965:15-1index$2
20830@@prettier.js~480587-480600:1-1hasClosureCompilerTypeCastComment
25800@@prettier.js~175290-175290:90853-90920i.startNode
37323@@prettier.js~488492-488507:1-1getPrintFunction
25146@@prettier.js~480137-480150:1-1isExportDeclaration
17098@@<builtin>~1-1:1-1RegExp.prototype.[Symbol.match]
5290@@<builtin>~1-1:1-1String.prototype.repeat
35785@@prettier.js~175290-175290:1359-1475n
35806@@prettier.js~175290-175290:123815-123932i.readToken
27573@@prettier.js~175290-175290:91064-91154i.finishNode
36069@@prettier.js~175290-175290:21416-21481i.readToken
10677@@<builtin>~1-1:1-1RegExp.prototype.test
28197@@prettier.js~485623-485634:1-1printSubtree
32670@@prettier.js~175290-175290:17732-17812:anonymous
7059@@prettier.js~481875-481875:44-73:=>
13274@@prettier.js~175290-175290:16410-16461e.isReservedWord
39930@@prettier.js~175290-175290:23278-23445i.finishToken
40252@@prettier.js~175290-175290:35245-35418i.updateContext
8451@@prettier.js~479773-479775:1-1indent$1
31488@@prettier.js~175290-175290:91171-91285i.finishNodeAt
41879@@prettier.js~175290-175290:35499-35657t
17978@@prettier.js~482887-482897:1-1breakParentGroup
48918@@prettier.js~482013-482051:1-1printComments
