0@@typescript.js~553614-553616:9-9token
4631@@typescript.js~542945-542960:5-5isLineBreak
4749@@typescript.js~543323-543323:26-57getStartPos
14397@@typescript.js~543286-543290:5-5isIdentifierPart
6959@@<builtin>~1-1:1-1Map.prototype.get
11118@@<builtin>~1-1:1-1Array.prototype.push
5072@@typescript.js~550301-550303:5-5isNodeKind
7655@@typescript.js~558946-558948:17-17nextJSDocToken
8983@@typescript.js~552635-552637:5-5visitNode
9468@@typescript.js~553617-553619:9-9nextToken
9952@@typescript.js~546159-546161:5-5isInJSFile
7336@@<builtin>~1-1:1-1Function.prototype.call
11877@@typescript.js~543327-543327:27-79getTokenText
15230@@typescript.js~553717-553723:9-9parseOptional
15787@@typescript.js~537857-537864:9-9assert
7126@@typescript.js~543330-543330:36-106hasPrecedingLineBreak
10582@@typescript.js~548112-548114:5-5getSelectedModifierFlags
11242@@typescript.js~548100-548102:5-5hasModifier
6985@@typescript.js~537762-537762:5-24noop
7320@@<builtin>~1-1:1-1Map.prototype.set
13540@@typescript.js~551034-551037:5-5hasJSDocNodes
12728@@typescript.js~548613-548615:5-5getCheckFlags
19032@@typescript.js~543280-543284:5-5isIdentifierStart
9028@@<builtin>~1-1:1-1Object.prototype.hasOwnProperty
11268@@typescript.js~553605-553607:9-9getNodePos
7694@@typescript.js~543328-543328:28-61getTokenValue
20389@@typescript.js~548116-548123:5-5getModifierFlags
8621@@typescript.js~537771-537771:5-38identity
13205@@typescript.js~548797-548799:5-5getObjectFlags
11084@@typescript.js~549633-549635:5-5isIdentifier
12991@@<builtin>~1-1:1-1Array.prototype.pop
8867@@<builtin>~1-1:1-1Array
25351@@typescript.js~553783-553796:9-9finishNode
11279@@typescript.js~552325-552329:5-5positionIsSynthesized
28120@@typescript.js~543771-543784:9-9getIdentifierToken
12503@@typescript.js~549791-549793:5-5isBindingElement
9071@@<builtin>~1-1:1-1Map
12847@@typescript.js~550005-550007:5-5isVariableDeclaration
17999@@typescript.js~569625-569628:9-9getMergedSymbol
17691@@typescript.js~550538-550545:5-5isBindingPattern
21409@@typescript.js~568722-568734:9-9isSelfReferenceLocation
25146@@typescript.js~542928-542943:5-5isWhiteSpaceSingleLine
33273@@typescript.js~553759-553765:9-9createNode
28879@@typescript.js~552638-552651:5-5visitNodes
26842@@typescript.js~549372-549377:5-5getNameOfDeclaration
10352@@typescript.js~542640-542642:5-5tokenIsIdentifierOrKeyword
31095@@typescript.js~565358-565373:9-9bindJSDoc
11865@@typescript.js~550179-550181:5-5isSourceFile
20107@@typescript.js~544909-544914:5-5nodeIsMissing
19447@@typescript.js~569629-569631:9-9getSymbolOfNode
9196@@typescript.js~543334-543334:28-61getTokenFlags
16097@@typescript.js~549832-549837:5-5skipPartiallyEmittedExpressions
15384@@typescript.js~537975-537977:5-5compareValues
57958@@typescript.js~544425-544484:9-9scanJSDocToken
17986@@typescript.js~537964-537970:5-5compareComparableValues
18785@@typescript.js~567263-567269:5-5getSymbolId
19187@@typescript.js~654348-654350:9-9IdentifierObject
14407@@typescript.js~544916-544918:5-5nodeIsPresent
12562@@typescript.js~550033-550035:5-5isModuleDeclaration
16883@@typescript.js~564075-564077:9-9bindEachChild
14062@@typescript.js~549651-549653:5-5isParameter
13024@@typescript.js~550280-550282:5-5isJSDocSignature
15459@@typescript.js~536524-536526:5-5createMap
13325@@typescript.js~549804-549806:5-5isPropertyAccessExpression
43301@@typescript.js~565305-565357:9-9bind
18524@@typescript.js~545032-545035:5-5getEmitFlags
22704@@typescript.js~558515-558521:21-21pushComment
22971@@typescript.js~547082-547086:5-5isDynamicName
21419@@typescript.js~544997-544999:5-5isJSDocTypeExpressionOrChild
34871@@typescript.js~654241-654247:9-9TokenOrIdentifierObject
18665@@typescript.js~553489-553496:9-9setContextFlag
21290@@typescript.js~553724-553729:9-9parseOptionalToken
10571@@typescript.js~543326-543326:26-57getTokenPos
44533@@typescript.js~549333-549370:5-5getNonAssignedNameOfDeclaration
26786@@typescript.js~568215-568220:9-9getSymbolLinks
16743@@typescript.js~618860-618862:9-9getNextPipelinePhase
25752@@typescript.js~549252-549254:5-5escapeLeadingUnderscores
19775@@typescript.js~567255-567261:5-5getNodeId
23795@@typescript.js~553813-553819:9-9internIdentifier
22512@@typescript.js~547077-547080:5-5hasDynamicName
23464@@typescript.js~569729-569731:9-9symbolIsValue
23160@@typescript.js~558328-558334:21-21pushComment
14047@@typescript.js~553568-553570:9-9inContext
31012@@typescript.js~553684-553699:9-9isIdentifier
14932@@typescript.js~555463-555467:9-9parseType
21538@@typescript.js~550726-550728:5-5isExpression
34379@@typescript.js~573337-573352:9-9getLateBoundSymbol
17511@@typescript.js~550416-550418:5-5isFunctionLike
34080@@typescript.js~554169-554215:9-9currentNode
14561@@typescript.js~555386-555388:9-9parseIntersectionTypeOrHigher
14725@@typescript.js~555389-555391:9-9parseUnionTypeOrHigher
23058@@typescript.js~550694-550707:5-5isUnaryExpressionKind
22959@@typescript.js~550362-550378:5-5isModifierKind
23430@@typescript.js~568221-568224:9-9getNodeLinks
17481@@typescript.js~563678-563681:9-9createSymbol
67114@@typescript.js~566226-566285:5-5computeTransformFlagsForNode
24325@@typescript.js~550730-550745:5-5isExpressionKind
27659@@typescript.js~536628-536638:5-5forEach
20433@@<builtin>~1-1:1-1%ForInIteratorPrototype%.next
15253@@typescript.js~553680-553682:9-9tryParse
15407@@typescript.js~544527-544529:9-9tryScan
14081@@typescript.js~550165-550167:5-5isShorthandPropertyAssignment
27796@@typescript.js~544485-544504:9-9speculationHelper
21204@@typescript.js~654299-654302:9-9SymbolObject
19421@@typescript.js~568225-568227:9-9isGlobalSourceFile
18972@@typescript.js~594617-594619:9-9checkGrammarDecoratorsAndModifiers
34685@@typescript.js~555372-555385:9-9parseUnionOrIntersectionType
22477@@typescript.js~537301-537308:5-5append
17970@@typescript.js~553839-553841:9-9parseIdentifier
30819@@typescript.js~550654-550688:5-5isLeftHandSideExpressionKind
38834@@typescript.js~654092-654099:9-9NodeObject
18877@@typescript.js~547134-547136:5-5getEscapedTextOfIdentifierOrLiteral
14833@@typescript.js~553500-553502:9-9setYieldContext
14966@@typescript.js~553506-553508:9-9setAwaitContext
33106@@typescript.js~564033-564049:9-9bindChildren
14373@@typescript.js~550161-550163:5-5isPropertyAssignment
36346@@typescript.js~618832-618859:9-9getPipelinePhase
21140@@typescript.js~594843-594849:9-9reportObviousModifierErrors
