0@@typescript.js~553614-553616:9-9token
2375@@typescript.js~543323-543323:26-57getStartPos
3479@@<builtin>~1-1:1-1Map.prototype.get
13894@@typescript.js~542945-542960:5-5isLineBreak
19196@@typescript.js~543286-543290:5-5isIdentifierPart
4227@@typescript.js~550301-550303:5-5isNodeKind
4002@@<builtin>~1-1:1-1Function.prototype.call
15565@@<builtin>~1-1:1-1Array.prototype.push
8748@@typescript.js~558946-558948:17-17nextJSDocToken
9468@@typescript.js~553617-553619:9-9nextToken
11229@@typescript.js~552635-552637:5-5visitNode
10947@@typescript.js~546159-546161:5-5isInJSFile
5701@@typescript.js~543330-543330:36-106hasPrecedingLineBreak
5044@@typescript.js~537762-537762:5-24noop
5394@@<builtin>~1-1:1-1Map.prototype.set
14847@@typescript.js~543327-543327:27-79getTokenText
4924@@typescript.js~543328-543328:28-61getTokenValue
4283@@<builtin>~1-1:1-1Map
5148@@<builtin>~1-1:1-1Array
7458@@<builtin>~1-1:1-1Object.prototype.hasOwnProperty
23430@@typescript.js~553717-553723:9-9parseOptional
6706@@typescript.js~537771-537771:5-38identity
14550@@typescript.js~548112-548114:5-5getSelectedModifierFlags
15210@@typescript.js~548100-548102:5-5hasModifier
8203@@typescript.js~552325-552329:5-5positionIsSynthesized
9555@@typescript.js~549633-549635:5-5isIdentifier
15759@@typescript.js~548613-548615:5-5getCheckFlags
12676@@typescript.js~553605-553607:9-9getNodePos
10003@@typescript.js~549791-549793:5-5isBindingElement
19633@@typescript.js~551034-551037:5-5hasJSDocNodes
10417@@typescript.js~550005-550007:5-5isVariableDeclaration
34956@@typescript.js~537857-537864:9-9assert
13857@@<builtin>~1-1:1-1Array.prototype.pop
6069@@typescript.js~543334-543334:28-61getTokenFlags
16034@@typescript.js~548797-548799:5-5getObjectFlags
8052@@typescript.js~542640-542642:5-5tokenIsIdentifierOrKeyword
31144@@typescript.js~543280-543284:5-5isIdentifierStart
5432@@typescript.js~543326-543326:26-57getTokenPos
9593@@typescript.js~550179-550181:5-5isSourceFile
18473@@typescript.js~569625-569628:9-9getMergedSymbol
18145@@typescript.js~550538-550545:5-5isBindingPattern
8880@@typescript.js~550033-550035:5-5isModuleDeclaration
8968@@typescript.js~550280-550282:5-5isJSDocSignature
9095@@typescript.js~549804-549806:5-5isPropertyAccessExpression
34505@@typescript.js~548116-548123:5-5getModifierFlags
10546@@typescript.js~549651-549653:5-5isParameter
13609@@typescript.js~537975-537977:5-5compareValues
11879@@typescript.js~544916-544918:5-5nodeIsPresent
25691@@typescript.js~568722-568734:9-9isSelfReferenceLocation
15465@@typescript.js~549832-549837:5-5skipPartiallyEmittedExpressions
12467@@typescript.js~536524-536526:5-5createMap
40403@@typescript.js~553783-553796:9-9finishNode
8908@@typescript.js~553568-553570:9-9inContext
17653@@typescript.js~537964-537970:5-5compareComparableValues
15452@@typescript.js~564075-564077:9-9bindEachChild
18785@@typescript.js~567263-567269:5-5getSymbolId
22225@@typescript.js~569629-569631:9-9getSymbolOfNode
34958@@typescript.js~542928-542943:5-5isWhiteSpaceSingleLine
47969@@typescript.js~543771-543784:9-9getIdentifierToken
16814@@typescript.js~545032-545035:5-5getEmitFlags
25134@@typescript.js~544909-544914:5-5nodeIsMissing
13618@@typescript.js~618860-618862:9-9getNextPipelinePhase
11021@@typescript.js~555463-555467:9-9parseType
21585@@typescript.js~654348-654350:9-9IdentifierObject
17065@@typescript.js~553489-553496:9-9setContextFlag
39653@@typescript.js~549372-549377:5-5getNameOfDeclaration
4429@@<builtin>~1-1:1-1String.prototype.trim
44998@@typescript.js~552638-552651:5-5visitNodes
5017@@<builtin>~1-1:1-1String.prototype.lastIndexOf
11289@@typescript.js~555386-555388:9-9parseIntersectionTypeOrHigher
11452@@typescript.js~555389-555391:9-9parseUnionTypeOrHigher
21290@@typescript.js~553724-553729:9-9parseOptionalToken
22679@@typescript.js~544997-544999:5-5isJSDocTypeExpressionOrChild
5138@@<builtin>~1-1:1-1Map.prototype.has
25456@@typescript.js~558515-558521:21-21pushComment
10456@@typescript.js~550165-550167:5-5isShorthandPropertyAssignment
19518@@typescript.js~567255-567261:5-5getNodeId
61001@@typescript.js~553759-553765:9-9createNode
15700@@typescript.js~550416-550418:5-5isFunctionLike
27085@@typescript.js~547082-547086:5-5isDynamicName
12326@@typescript.js~553680-553682:9-9tryParse
12480@@typescript.js~544527-544529:9-9tryScan
23367@@typescript.js~547077-547080:5-5hasDynamicName
10373@@typescript.js~550161-550163:5-5isPropertyAssignment
24637@@typescript.js~569729-569731:9-9symbolIsValue
24304@@typescript.js~558328-558334:21-21pushComment
21791@@typescript.js~550726-550728:5-5isExpression
16180@@typescript.js~563678-563681:9-9createSymbol
26846@@typescript.js~553813-553819:9-9internIdentifier
11787@@typescript.js~553500-553502:9-9setYieldContext
11920@@typescript.js~553506-553508:9-9setAwaitContext
32939@@typescript.js~568215-568220:9-9getSymbolLinks
62191@@typescript.js~565358-565373:9-9bindJSDoc
31512@@typescript.js~549252-549254:5-5escapeLeadingUnderscores
15641@@typescript.js~553839-553841:9-9parseIdentifier
11291@@typescript.js~580148-580150:9-9getWidenedType
17927@@typescript.js~568225-568227:9-9isGlobalSourceFile
17527@@typescript.js~594617-594619:9-9checkGrammarDecoratorsAndModifiers
11606@@typescript.js~544524-544526:9-9lookAhead
11725@@typescript.js~553672-553674:9-9lookAhead
20850@@<builtin>~1-1:1-1%ForInIteratorPrototype%.next
10946@@typescript.js~550017-550019:5-5isClassDeclaration
20998@@typescript.js~654299-654302:9-9SymbolObject
8391@@typescript.js~550244-550246:5-5isJSDocParameterTag
17686@@typescript.js~547134-547136:5-5getEscapedTextOfIdentifierOrLiteral
11304@@typescript.js~550013-550015:5-5isFunctionDeclaration
26453@@typescript.js~550362-550378:5-5isModifierKind
17003@@typescript.js~545732-545734:5-5isObjectLiteralMethod
27366@@typescript.js~550694-550707:5-5isUnaryExpressionKind
