0@@babylon.js~121345-121347:18-3match
11274@@babylon.js~120970-120972:1-1last
17308@@babylon.js~121230-121232:24-3curPosition
8617@@<builtin>~1-1:1-1Function.prototype.call
63238@@babylon.js~121419-121424:30-3fullCharCodeAtPos
43270@@babylon.js~120890-120893:16-1Position
19518@@<builtin>~1-1:1-1String.prototype.slice
25818@@<builtin>~1-1:1-1Array.prototype.pop
33731@@babylon.js~120705-120707:10-3:anonymous
80167@@babylon.js~121335-121342:16-3eat
42372@@<builtin>~1-1:1-1Array.prototype.indexOf
54118@@<builtin>~1-1:1-1Array.prototype.push
139079@@babylon.js~120772-120785:1-1isIdentifierChar
58472@@babylon.js~121381-121383:23-3curContext
23868@@babylon.js~121350-121352:22-3isKeyword$$1
61754@@babylon.js~120894-120898:22-1SourceLocation
48686@@babylon.js~122667-122670:23-3startNode
71120@@babylon.js~121407-121417:22-3readToken
56231@@babylon.js~122684-122686:24-3finishNode
80623@@babylon.js~120759-120770:1-1isIdentifierStart
84244@@babylon.js~121537-121544:24-3finishToken
88406@@babylon.js~122482-122493:26-3updateContext
68745@@babylon.js~122689-122696:26-3finishNodeAt
19663@@<builtin>~1-1:1-1RegExp.prototype.test
22931@@babylon.js~122672-122675:25-3startNodeAt
22348@@babylon.js~120791-120793:1-1isNewLine
104061@@babylon.js~122627-122634:3-3Node
113719@@babylon.js~121322-121332:17-3next
34777@@babylon.js~120930-120936:27-3isReservedWord
122154@@babylon.js~121387-121405:22-3nextToken
25559@@/\r\n?|\n|\u2028|\u2029/~1-1:1-24regex TRegex fwd: /\r\n?|\n|\u2028|\u2029/
30044@@babylon.js~122856-122858:39-3shouldAllowYieldIdentifier
33689@@babylon.js~123370-123380:28-3parseSubscripts
9673@@babylon.js~123923-123926:27-3parseParenItem
24306@@babylon.js~122582-122584:19-3expect
6481@@babylon.js~122837-122839:29-3toReferencedList
47647@@babylon.js~124429-124435:28-3parseIdentifier
26518@@babylon.js~122565-122567:34-3hasPrecedingLineBreak
159265@@babylon.js~121475-121531:22-3skipSpace
65528@@babylon.js~122438-122451:21-3readWord
42231@@<builtin>~1-1:1-1RegExp.prototype.exec
30408@@babylon.js~122561-122563:31-3canInsertSemicolon
38392@@babylon.js~121238-121248:31-5:anonymous
45354@@babylon.js~123353-123368:32-3parseExprSubscripts
57499@@babylon.js~120836-120849:28-1updateContext
55892@@babylon.js~124460-124472:30-3checkReservedWord
21024@@babylon.js~124573-124579:27-3parseStatement
4113@@babylon.js~122937-122939:41-3parseAssignableListItemTypes
43051@@babylon.js~123236-123251:25-3parseExprOps
43947@@babylon.js~123206-123218:34-3parseMaybeConditional
66177@@babylon.js~124437-124458:32-3parseIdentifierName
12808@@babylon.js~122576-122578:22-3semicolon
87569@@babylon.js~122394-122434:22-3readWord1
7289@@/\r\n?|\n|\u2028|\u2029/g~1-1:1-25regex DFA traceFinder: /\r\n?|\n|\u2028|\u2029/g
11001@@babylon.js~122860-122862:35-3parseBindingIdentifier
16914@@babylon.js~122570-122572:29-3isLineTerminator
21091@@babylon.js~120938-120940:22-3hasPlugin
50810@@babylon.js~123220-123233:29-3parseConditional
21958@@babylon.js~121935-121939:21-3finishOp
21327@@babylon.js~122510-122514:21-3addExtra
19059@@babylon.js~123728-123742:34-3parseMaybePrivateName
3673@@<builtin>~1-1:1-1RegExp.prototype.get global
3729@@<builtin>~1-1:1-1RegExp.prototype.get unicode
21760@@babylon.js~120861-120865:30-1updateContext
33368@@babylon.js~120818-120834:59-1updateContext
3909@@<builtin>~1-1:1-1String.prototype.replace
79671@@babylon.js~123258-123294:24-3parseExprOp
1988@@<builtin>~1-1:1-1Array
3303@@<builtin>~1-1:1-1parseInt
9489@@/\r\n?|\n|\u2028|\u2029/g~1-1:1-25regex TRegex fwd: /\r\n?|\n|\u2028|\u2029/g
1449@@babylon.js~121189-121189:3-21State
221857@@babylon.js~120991-121147:27-3processComment
12257@@babylon.js~120851-120854:30-1updateContext
10415@@babylon.js~125097-125101:37-3parseExpressionStatement
26240@@babylon.js~123114-123133:28-3parseExpression
187773@@babylon.js~121746-121933:29-3getTokenFromCode
12826@@babylon.js~123481-123483:28-3atPossibleAsync
20666@@babylon.js~124408-124424:30-3parseExprListItem
121389@@babylon.js~123384-123479:27-3parseSubscript
1986@@<builtin>~1-1:1-1Object.keys
88036@@babylon.js~123297-123350:28-3parseMaybeUnary
12264@@babylon.js~125117-125121:27-3parseBlockBody
23137@@babylon.js~121554-121572:26-3readToken_dot
1063@@babylon.js~120867-120868:30-1updateContext
12685@@babylon.js~125106-125111:23-3parseBlock
9738@@babylon.js~120985-120989:23-3addComment
77132@@babylon.js~123137-123203:29-3parseMaybeAssign
14684@@babylon.js~123485-123499:33-3finishCallExpression
4276@@/[_n]/g~1-1:1-7regex TRegex fwd: /[_n]/g
8437@@babylon.js~125231-125234:25-3parseVarHead
23519@@babylon.js~121709-121726:30-3readToken_eq_excl
16708@@babylon.js~122865-122885:29-3parseBindingAtom
2280@@<builtin>~1-1:1-1Array.isArray
16462@@babylon.js~122942-122951:30-3parseMaybeDefault
7532@@babylon.js~123807-123812:33-3parseParenExpression
5355@@babylon.js~124312-124316:39-3parseFunctionBodyAndFinish
2014@@<builtin>~1-1:1-1String.prototype.indexOf
8484@@babylon.js~122925-122935:36-3parseAssignableListItem
6752@@<builtin>~1-1:1-1Object.create
16709@@babylon.js~123501-123532:41-3parseCallExpressionArguments
17023@@babylon.js~122453-122480:25-3braceIsBlock
11571@@babylon.js~121426-121440:24-3pushComment
108393@@babylon.js~123554-123719:26-3parseExprAtom
6176@@babylon.js~125113-125115:29-3isValidDirective
31305@@babylon.js~122955-123025:22-3checkLVal
1196@@<builtin>~1-1:1-1Object.prototype.hasOwnProperty
2581@@<builtin>~1-1:1-1Array.prototype.forEach
5632@@babylon.js~120870-120876:33-1updateContext
14435@@babylon.js~123796-123805:25-3parseLiteral
6102@@babylon.js~125027-125032:30-3parseVarStatement
4617@@babylon.js~122541-122543:25-3isContextual
6864@@babylon.js~124244-124249:25-3initFunction
16958@@babylon.js~125124-125159:40-3parseBlockOrModuleBlockBody
1962@@babylon.js~120812-120814:45-3template
52103@@babylon.js~124581-124699:34-3parseStatementContent
7112@@babylon.js~124298-124310:25-3isStrictBody
1694@@babylon.js~123913-123915:29-3shouldParseArrow
8752@@babylon.js~124907-124913:29-3parseIfStatement
6650@@babylon.js~125282-125290:32-3parseFunctionParams
4393@@babylon.js~124214-124219:30-3parseObjPropValue
2394@@babylon.js~124902-124905:35-3parseFunctionStatement
1050@@/\r\n?/g~1-1:1-8regex TRegex fwd: /\r\n?/g
584@@<builtin>~1-1:1-1String.fromCharCode
485@@<builtin>~1-1:1-1Object
491@@<builtin>~1-1:1-1String
6833@@babylon.js~124915-124932:33-3parseReturnStatement
2759@@<builtin>~1-1:1-1Array.prototype.slice
11886@@babylon.js~121459-121471:28-3skipLineComment
13693@@babylon.js~122726-122788:25-3toAssignable
4217@@babylon.js~123744-123753:36-3parseFunctionExpression
2626@@babylon.js~122643-122649:31-5:anonymous
8543@@babylon.js~121612-121639:31-3readToken_pipe_amp
9140@@babylon.js~128895-128917:30-7updateContext
7999@@<builtin>~1-1:1-1RegExp.prototype.[Symbol.replace]
2722@@babylon.js~121234-121250:18-3clone
1831@@babylon.js~123917-123921:23-3parseArrow
9384@@babylon.js~128864-128893:26-7readToken
5058@@babylon.js~123074-123087:27-3checkPropClash
1733@@<builtin>~1-1:1-1%ForInIteratorPrototype%.next
5132@@babylon.js~124160-124184:30-3parseObjectMethod
8659@@babylon.js~124350-124383:39-3checkFunctionNameAndParams
367@@babylon.js~125569-125570:41-18parsePostMemberNameModifiers
2884@@babylon.js~121355-121364:22-3lookahead
11226@@babylon.js~122181-122210:23-3readString
8906@@babylon.js~124319-124348:30-3parseFunctionBody
8877@@babylon.js~125200-125229:21-3parseVar
8229@@babylon.js~122887-122923:29-3parseBindingList
2890@@babylon.js~123721-123726:32-3parseBooleanLiteral
323@@<builtin>~1-1:1-1Math.max
711@@babylon.js~193648-193650:5-5isObjectLike
6187@@babylon.js~121652-121674:31-3readToken_plus_min
310@@<builtin>~1-1:1-1RegExp.prototype.get source
6001@@babylon.js~124221-124241:30-3parsePropertyName
5477@@babylon.js~124135-124142:35-3isGetterOrSetterMethod
282@@babylon.js~197356-197358:5-5identity
8160@@babylon.js~125238-125280:26-3parseFunction
5585@@babylon.js~124186-124212:32-3parseObjectProperty
602@@<builtin>~1-1:1-1Function.prototype.apply
942@@babylon.js~128425-128427:1-1isFragment
2440@@babylon.js~124390-124406:26-3parseExprList
877@@babylon.js~124294-124296:39-3setArrowFunctionParameters
7892@@babylon.js~121996-122045:20-3readInt
2223@@babylon.js~128854-128862:30-7parseExprAtom
358@@/\#/g~1-1:1-5regex literal:indexOfString(#): /\#/g
3066@@babylon.js~121728-121744:31-3readToken_question
1518@@babylon.js~120878-120886:33-1updateContext
1310@@babylon.js~184362-184368:5-5assignValue
1208@@babylon.js~184441-184452:5-5baseAssignValue
685@@babylon.js~120856-120859:36-1updateContext
8211@@babylon.js~122080-122150:23-3readNumber
473@@babylon.js~193589-193592:5-5isLength
594@@babylon.js~193619-193622:5-5isObject
447@@babylon.js~125307-125309:26-3isClassMethod
481@@babylon.js~193208-193210:5-5isArrayLike
249@@/^[gmsiyu]*$/~1-1:1-13regex TRegex fwd: /^[gmsiyu]*$/
457@@babylon.js~193060-193062:5-5eq
711@@babylon.js~122638-122651:20-3__clone
3713@@babylon.js~121442-121457:29-3skipBlockComment
530@@babylon.js~188275-188280:5-5isPrototype
210@@<builtin>~1-1:1-1Function.prototype.[Symbol.hasInstance]
448@@babylon.js~179536-179541:51-5cloneDeep
650@@babylon.js~187452-187458:5-5customDefaultsAssignIn
639@@babylon.js~123544-123548:28-3parseNoCallExpr
2603@@babylon.js~121676-121707:28-3readToken_lt_gt
189@@<builtin>~1-1:1-1Array.prototype.toString
73@@babylon.js~120924-120924:3-26BaseParser
206@@babylon.js~188430-188432:5-5objectToString
288@@babylon.js~195209-195211:5-5keysIn
494@@<builtin>~1-1:1-1Array.prototype.splice
228@@babylon.js~183074-183076:12-5:anonymous
494@@babylon.js~125557-125559:28-3pushClassMethod
177@@/['\n\r\u2028\u2029\\]/g~1-1:1-24regex TRegex fwd: /['\n\r\u2028\u2029\\]/g
296@@babylon.js~194547-194549:39-5assignInWith
82@@<builtin>~1-1:1-1Object.getPrototypeOf
159@@/<%-([\s\S]+?)%>|<%=([\s\S]+?)...~1-1:1-82regex TRegex fwd: /<%-([\s\S]+?)%>|<%=([\s\S]+?)...
1044@@babylon.js~121574-121589:28-3readToken_slash
768@@babylon.js~128633-128642:39-7jsxParseNamespacedName
692@@babylon.js~123959-123968:30-3parseNewArguments
1719@@babylon.js~123971-123990:33-3parseTemplateElement
1006@@babylon.js~125034-125041:32-3parseWhileStatement
520@@babylon.js~125311-125315:35-3isNonstaticConstructor
5038@@babylon.js~123814-123911:47-3parseParenAndDistinguishExpression
44@@<builtin>~1-1:1-1Date.now
130@@/^_|^events$|^on[A-Z]/~1-1:1-22regex TRegex fwd: /^_|^events$|^on[A-Z]/
3541@@babylon.js~122213-122280:26-3readTmplToken
128@@/^\w*$/~1-1:1-7regex TRegex fwd: /^\w*$/
808@@babylon.js~128604-128614:28-7jsxReadWord
443@@babylon.js~184582-184589:33-7:anonymous
47@@<builtin>~1-1:1-1Function.prototype.toString
819@@babylon.js~128617-128630:35-7jsxParseIdentifier
1443@@babylon.js~125164-125174:21-3parseFor
1156@@babylon.js~124272-124292:33-3parseArrowExpression
1162@@babylon.js~122802-122834:29-3toAssignableList
980@@babylon.js~123992-124008:26-3parseTemplate
110@@/(__e\(.*?\)|\b__t\)) \+\n'';/...~1-1:1-31regex TRegex fwd: /(__e\(.*?\)|\b__t\)) \+\n'';/...
110@@/\d+/~1-1:1-5regex TRegex fwd: /\d+/
111@@/\b(__p \+=) '' \+/g~1-1:1-20regex TRegex fwd: /\b(__p \+=) '' \+/g
399@@babylon.js~128406-128412:35-1updateContext
176@@babylon.js~195182-195184:5-5keys
47@@babylon.js~197903-197905:5-5stubFalse
47@@<builtin>~1-1:1-1Object.getOwnPropertySymbols
583@@babylon.js~125529-125541:35-3parseClassPropertyName
114@@babylon.js~194433-194435:5-5toString
4146@@babylon.js~124011-124133:21-3parseObj
115@@babylon.js~182896-182900:3-3baseValues
141@@babylon.js~195034-195036:5-5has
148@@<builtin>~1-1:1-1Function
2349@@babylon.js~124839-124900:30-3parseForStatement
143@@babylon.js~194033-194036:5-5isSymbol
852@@babylon.js~124252-124269:24-3parseMethod
118@@babylon.js~182897-182899:28-5:anonymous
542@@babylon.js~182348-182356:3-3apply
145@@babylon.js~184990-184992:5-5baseHas
258@@babylon.js~184960-184967:5-5baseGetTag
560@@babylon.js~193912-193923:5-5isPlainObject
489@@babylon.js~128662-128682:39-7jsxParseAttributeValue
434@@babylon.js~128646-128659:36-7jsxParseElementName
833@@babylon.js~123933-123957:21-3parseNew
827@@babylon.js~125178-125197:23-3parseForIn
363@@babylon.js~128430-128445:1-1getQualifiedJSXName
123@@<builtin>~1-1:1-1RegExp
276@@<builtin>~1-1:1-1Array.prototype.join
629@@babylon.js~125368-125400:29-3parseClassMember
447@@babylon.js~128414-128423:33-1updateContext
153@@babylon.js~186352-186357:5-5castPath
62@@/^on[A-Z]/~1-1:1-10regex TRegex fwd: /^on[A-Z]/
154@@babylon.js~188630-188636:5-5toKey
273@@<builtin>~1-1:1-1Object.prototype.toString
455@@babylon.js~188445-188461:14-7:anonymous
518@@babylon.js~128718-128731:34-7jsxParseAttribute
470@@babylon.js~128508-128523:31-7jsxReadNewLine
258@@babylon.js~188177-188189:5-5isIterateeCall
129@@babylon.js~197123-197129:28-5attempt
100@@babylon.js~120979-120981:3-3CommentsParser
417@@babylon.js~128703-128715:44-7jsxParseExpressionContainer
969@@babylon.js~121941-121991:23-3readRegexp
101@@babylon.js~121162-121164:3-3LocationParser
82@@babylon.js~184214-184216:5-5stackGet
397@@babylon.js~185399-185412:5-5baseKeysIn
102@@babylon.js~122503-122505:3-3UtilParser
102@@babylon.js~122661-122663:3-3NodeUtils
960@@babylon.js~128460-128506:29-7jsxReadToken
56@@babylon.js~187748-187750:5-5getAllKeys
