0@@<builtin>~1-1:1-1Array.prototype.push
9036@@<builtin>~1-1:1-1String.prototype.indexOf
11934@@<builtin>~1-1:1-1String.prototype.slice
29021@@postcss.js~82924-82930:26-9:anonymous
19131@@postcss.js~83016-83020:30-13:anonymous
14784@@<builtin>~1-1:1-1Function.prototype.[Symbol.hasInstance]
16791@@postcss.js~156157-156159:5-5endOfFile
19370@@<builtin>~1-1:1-1RegExp.prototype.test
22577@@postcss.js~82923-82931:32-5walk
24682@@postcss.js~396537-396539:39-13:anonymous
25609@@/[ \n\t\r\f\(\)\{\}:;@!'"\\\]\...~1-1:1-44regex DFA traceFinder: /[ \n\t\r\f\(\)\{\}:;@!'"\\\]\...
31307@@postcss.js~82967-82971:30-13:anonymous
21190@@<builtin>~1-1:1-1Array.isArray
27815@@<builtin>~1-1:1-1Array.prototype.shift
63479@@<builtin>~1-1:1-1RegExp.prototype.exec
25789@@<builtin>~1-1:1-1RegExp.prototype.get global
37902@@<builtin>~1-1:1-1Array.prototype.indexOf
43535@@/[ \n\t\r\f\(\)\{\}:;@!'"\\\]\...~1-1:1-44regex TRegex fwd: /[ \n\t\r\f\(\)\{\}:;@!'"\\\]\...
30160@@/^-\w+-/~1-1:1-8regex TRegex fwd: /^-\w+-/
35298@@postcss.js~404241-404243:53-13:anonymous
24927@@postcss.js~2500-2502:39-5normalize
31132@@<builtin>~1-1:1-1Array.prototype.pop
24889@@<builtin>~1-1:1-1Function.prototype.call
25224@@postcss.js~82016-82016:85-121_typeof
41381@@postcss.js~403054-403056:36-5normalize
53095@@postcss.js~35902-35907:32-5check
43564@@postcss.js~397503-397505:17-5unprefixed
45448@@<builtin>~1-1:1-1String.prototype.replace
53173@@postcss.js~83071-83075:30-13:anonymous
53876@@postcss.js~85023-85029:32-5check
50199@@postcss.js~403041-403047:37-5unprefixed
101654@@postcss.js~404513-404545:36-5disabled
44645@@<builtin>~1-1:1-1%ForInIteratorPrototype%.next
23424@@postcss.js~397425-397428:48-5precheckMissedSemicolon
22851@@<builtin>~1-1:1-1Array
279736@@postcss.js~156161-156388:5-5nextToken
123018@@postcss.js~82877-82900:32-5each
109413@@postcss.js~156735-156782:33-5raw
107333@@postcss.js~35828-35860:34-5process
67514@@postcss.js~403025-403034:31-5decl
38728@@postcss.js~405221-405223:40-9already
43149@@postcss.js~82036-82036:1-153_classCallCheck
33685@@<builtin>~1-1:1-1String.prototype.split
43761@@postcss.js~404370-404376:27-13:anonymous
46227@@postcss.js~156651-156653:39-5stringify
75739@@<builtin>~1-1:1-1RegExp.prototype.[Symbol.replace]
48026@@postcss.js~156948-156956:38-5rawValue
48074@@postcss.js~82836-82840:32-5push
48850@@postcss.js~405171-405182:35-5check
44370@@postcss.js~21862-21869:29-5check
36783@@postcss.js~81916-81916:1-240_possibleConstructorReturn
37518@@postcss.js~81914-81914:1-153_classCallCheck
15501@@<builtin>~1-1:1-1String.prototype.toLowerCase
34007@@<builtin>~1-1:1-1[[Enumerate]].prototype.next
56836@@postcss.js~404521-404530:23-13:anonymous
72813@@postcss.js~403073-403084:33-5values
41197@@postcss.js~81934-81941:3-3Declaration
14663@@postcss.js~405432-405434:32-5normalize
59325@@postcss.js~397277-397284:29-5init
42479@@postcss.js~397339-397348:51-5spacesAndCommentsFromStart
17284@@postcss.js~402761-402763:36-13notes
64198@@postcss.js~82074-82086:5-5Node
14126@@postcss.js~35689-35689:85-121_typeof
20112@@<builtin>~1-1:1-1Function.prototype.apply
46292@@postcss.js~156666-156676:34-5decl
66067@@postcss.js~397286-397326:28-5raw
41366@@postcss.js~397598-397614:15-5:anonymous
19300@@postcss.js~402786-402788:41-13all
42397@@postcss.js~404472-404485:41-5disabledValue
19876@@postcss.js~402768-402770:30-13add
20164@@postcss.js~31140-31142:37-5isSelected
71444@@postcss.js~397016-397072:30-5other
