SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
postcss.js~180930-181003:7-7,postcss.js~180884-180894:7-7,2,362,84,evaluate,enqueue,benchmarks/postcss.js~180999:6983405-6983413,
postcss.js~180825-180828:7-7,lodash.templateSources[27]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/postcss.js~180827:6977092-6977168,
<builtin>~1-1:1-1,postcss.js~182993-182995:3-3,21,172,44,RegExp.prototype.[Symbol.replace],escapeStringChar,<builtin>~1:0,
postcss.js~180709-180771:7-7,<function>~1-7:1-2,1,431,10,createCompiled,:program,benchmarks/postcss.js~180766-180770:6975252-6975445,
<function>~1-7:2-1,postcss.js~197631-197633:5-5,1,130,7,anonymous,noop,<function>~5:569-594,
<builtin>~1-1:1-1,/^(>=?|<=?)\s*(\d*\.?\d+)%\s+i...~1-1:1-49,66,96,18,RegExp.prototype.exec,regex TRegex fwd: /^(>=?|<=?)\s*(\d*\.?\d+)%\s+i...,<builtin>~1:0,
postcss.js~408698-408698:1-153,<builtin>~1-1:1-1,18,42,18,_classCallCheck,Function.prototype.[Symbol.hasInstance],benchmarks/postcss.js~408698:17618231-17618263,
postcss.js~193912-193923:5-5,<builtin>~1-1:1-1,60,117,12,isPlainObject,Function.prototype.call,benchmarks/postcss.js~193920:7394734-7394774,
postcss.js~156125-156399:1-1,<builtin>~1-1:1-1,44,167,7,tokenizer,String.prototype.valueOf,benchmarks/postcss.js~156128:5858775-5858793,
postcss.js~193467-193474:5-5,postcss.js~193648-193650:5-5,99,58,23,isError,isObjectLike,benchmarks/postcss.js~193468:7382264-7382282,
postcss.js~180825-180828:7-7,lodash.templateSources[0]~4-12:8-1,1,73,52,interpolate,:anonymous,benchmarks/postcss.js~180827:6977092-6977168,
postcss.js~184362-184368:5-5,<builtin>~1-1:1-1,1774,74,12,assignValue,Function.prototype.call,benchmarks/postcss.js~184364:7085767-7085798,
postcss.js~180825-180828:7-7,lodash.templateSources[2]~4-12:8-1,1,77,52,interpolate,:anonymous,benchmarks/postcss.js~180827:6977092-6977168,
postcss.js~398374-398386:30-5,postcss.js~398628-398630:14-9,18,145,27,space,get,benchmarks/postcss.js~398377:16962600-16962613,
postcss.js~185399-185412:5-5,postcss.js~193619-193622:5-5,297,133,41,baseKeysIn,isObject,benchmarks/postcss.js~185400:7120406-7120421,
postcss.js~35701-35738:1-1,postcss.js~35689-35689:85-121,3660,326,12,_clone,_typeof,benchmarks/postcss.js~35719:1089443-1089456,
postcss.js~194195-194209:5-5,postcss.js~186636-186645:5-5,2,90,58,toArray,copyArray,benchmarks/postcss.js~194200:7401745-7401760,
postcss.js~180243-180263:5-5,postcss.js~195034-195036:5-5,20,167,27,emit,has,benchmarks/postcss.js~180254:6957656-6957680,
postcss.js~404713-404760:35-5,postcss.js~2688-2702:37-5,18,304,94,prefixed,process,benchmarks/postcss.js~404724:17474659-17474694,
postcss.js~196740-196743:28-7,lodash.templateSources[0]~1-13:1-2,1,46,10,result,:program,benchmarks/postcss.js~196741:7480055-7480107,
<builtin>~1-1:1-1,/(^|[\s(])(\-webkit\-flex($|[...~1-1:1-40,118,99,18,RegExp.prototype.exec,regex TRegex fwd: /(^|[\sh(])(\-webkit\-flex($|[...,<builtin>~1:0,
postcss.js~196740-196743:28-7,lodash.templateSources[56]~1-13:1-2,1,51,10,result,:program,benchmarks/postcss.js~196741:7480055-7480107,
postcss.js~404396-404455:30-9,postcss.js~83361-83375:39-5,5225,419,183,:anonymous,removeChild,benchmarks/postcss.js~404421:17465725-17465743,
postcss.js~83582-83593:35-9,postcss.js~83361-83375:39-5,90,103,187,processed,removeChild,benchmarks/postcss.js~83585:2669852-2669874,
postcss.js~35828-35860:34-5,postcss.js~85147-85156:30-5,54,212,96,process,add,benchmarks/postcss.js~35854:1093169-1093222,
