SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
uglify-js.js~663871-663875:35-17,uglify-js.js~663518-663541:37-9,72,54,157,:anonymous,:anonymous,benchmarks/uglify-js.js~663873:32368078-32368097,
<builtin>~1-1:1-1,uglify-js.js~664062-664066:27-17,252,31,52,Array.prototype.forEach,:anonymous,<builtin>~1:0,
uglify-js.js~663617-663620:25-9,uglify-js.js~663506-663508:21-13,72,54,31,:anonymous,parent,benchmarks/uglify-js.js~663618:32358182-32358196,
uglify-js.js~196740-196743:28-7,lodash.templateSources[51]~1-13:1-2,1,51,10,result,:program,benchmarks/uglify-js.js~196741:7480055-7480107,
uglify-js.js~660067-660070:5-5,uglify-js.js~665515-665519:49-21,1086,52,42,all,:anonymous,benchmarks/uglify-js.js~660068:32213305-32213323,
uglify-js.js~660239-660246:5-5,<builtin>~1-1:1-1,18313,80,18,walk_body,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~660241:32219696-32219724,
uglify-js.js~182510-182519:3-3,<builtin>~1-1:1-1,77,72,11,arrayMap,Array,benchmarks/uglify-js.js~182513:7029831-7029843,
uglify-js.js~664600-664623:29-13,<builtin>~1-1:1-1,740,224,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~664602:32399246-32399281,
uglify-js.js~661506-661652:38-9,uglify-js.js~661484-661489:9-9,90,888,29,statement,parenthesised,benchmarks/uglify-js.js~661581:32282151-32282165,
uglify-js.js~660033-660044:9-9,<builtin>~1-1:1-1,193536,49,18,quote,String.prototype.replace,benchmarks/uglify-js.js~660034-660043:32212139-32212430,
uglify-js.js~661774-661785:9-9,uglify-js.js~661484-661489:9-9,370,71,29,if_,parenthesised,benchmarks/uglify-js.js~661775:32289379-32289393,
uglify-js.js~187820-187824:5-5,uglify-js.js~185355-185370:5-5,30,71,56,getIteratee,baseIteratee,benchmarks/uglify-js.js~187823:7202872-7202905,
uglify-js.js~668691-669023:25-9,<builtin>~1-1:1-1,42,3780,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~668982:32614563-32614593,
uglify-js.js~665533-665555:13-13,<builtin>~1-1:1-1,7962,145,18,eliminate_spurious_blocks,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~665537:32445098-32445131,
uglify-js.js~660562-660565:41-13,uglify-js.js~660679-660686:16-9,130,57,30,:anonymous,_walk,benchmarks/uglify-js.js~660564:32233507-32233531,
<builtin>~1-1:1-1,lodash.templateSources[82]~1-13:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
uglify-js.js~663297-663299:40-13,uglify-js.js~664185-664189:170-13,18,16,37,:anonymous,:anonymous,benchmarks/uglify-js.js~663298:32345670-32345675,
uglify-js.js~178735-178783:18-1,<builtin>~1-1:1-1,2,242,8,module.exports,String,benchmarks/uglify-js.js~178751:6911017-6911063,
uglify-js.js~665262-665328:17-17,<builtin>~1-1:1-1,30582,646,18,extract_candidates,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~665321:32433862-32433887,
uglify-js.js~664752-664779:32-13,uglify-js.js~664554-664566:13-13,2920,323,247,:anonymous,is_modified,benchmarks/uglify-js.js~664770:32405697-32405748,
<builtin>~1-1:1-1,<builtin>~1-1:1-1,29,54,8,Array.prototype.map,Array,<builtin>~1:0,
uglify-js.js~660331-660336:41-13,uglify-js.js~660630-660634:16-9,270,109,30,:anonymous,_walk,benchmarks/uglify-js.js~660333:32223505-32223533,
uglify-js.js~669456-669549:22-9,uglify-js.js~660851-660853:17-9,552,559,44,:anonymous,parent,benchmarks/uglify-js.js~669482:32639677-32639695,
uglify-js.js~662861-662867:9-9,uglify-js.js~660963-660965:5-5,2970,47,42,next_name,is_identifier,benchmarks/uglify-js.js~662865:32329618-32329636,
uglify-js.js~669276-669430:30-9,uglify-js.js~664415-664417:45-9,54,1101,57,:anonymous,:anonymous,benchmarks/uglify-js.js~669345:32633336-32633396,
uglify-js.js~660023-660066:5-5,<builtin>~1-1:1-1,24192,340,10,makePredicate,Function,benchmarks/uglify-js.js~660065:32213186-32213207,
uglify-js.js~661796-661827:9-9,uglify-js.js~661433-661435:9-9,15,227,26,switch_body_,is,benchmarks/uglify-js.js~661811:32290628-32290651,
uglify-js.js~668691-669023:25-9,<builtin>~1-1:1-1,120,3558,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~668914:32610642-32610677,
uglify-js.js~662673-662676:42-5,uglify-js.js~660089-660091:14-9,32446,90,60,:anonymous,get,benchmarks/uglify-js.js~662675:32322285-32322308,
uglify-js.js~669431-669455:26-9,uglify-js.js~664323-664325:17-9,312,148,45,:anonymous,option,benchmarks/uglify-js.js~669432:32637421-32637449,
uglify-js.js~664554-664566:13-13,uglify-js.js~660851-660853:17-9,3150,247,48,is_modified,parent,benchmarks/uglify-js.js~664555:32396139-32396154,
uglify-js.js~662319-662323:5-5,<builtin>~1-1:1-1,48903,65,12,TreeTransformer,Function.prototype.call,benchmarks/uglify-js.js~662320:32308277-32308297,
uglify-js.js~664136-664146:30-9,uglify-js.js~663171-663248:9-9,72,153,588,:anonymous,print,benchmarks/uglify-js.js~664143:32378694-32378710,
uglify-js.js~667727-667772:22-9,uglify-js.js~664323-664325:17-9,150,286,42,:anonymous,option,benchmarks/uglify-js.js~667728:32550435-32550460,
uglify-js.js~180243-180263:5-5,uglify-js.js~195034-195036:5-5,16,223,27,emit,has,benchmarks/uglify-js.js~180254:6957656-6957680,
uglify-js.js~669276-669430:30-9,uglify-js.js~662883-662885:41-5,18,1210,36,:anonymous,:anonymous,benchmarks/uglify-js.js~669345:32633373-32633395,
uglify-js.js~662103-662108:9-9,uglify-js.js~661439-661449:9-9,1090,38,114,as_name,next,benchmarks/uglify-js.js~662106:32300621-32300626,
uglify-js.js~180825-180828:7-7,lodash.templateSources[41]~4-14:8-1,1,75,129,interpolate,:anonymous,benchmarks/uglify-js.js~180827:6977092-6977168,
uglify-js.js~667905-668002:25-9,<builtin>~1-1:1-1,6,758,59,:anonymous,Array.prototype.concat,benchmarks/uglify-js.js~667957:32562152-32562176,
uglify-js.js~666028-666030:55-13,uglify-js.js~666031-666033:13-13,822,39,40,:anonymous,is_strict,benchmarks/uglify-js.js~666029:32469976-32470002,
uglify-js.js~669456-669549:22-9,<builtin>~1-1:1-1,36,674,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~669524:32641884-32641922,
uglify-js.js~661251-661279:77-9,uglify-js.js~661232-661250:9-9,20,223,167,read_regexp,read_name,benchmarks/uglify-js.js~661271:32270781-32270791,
uglify-js.js~660575-660581:41-13,uglify-js.js~660649-660654:16-9,1589,78,30,:anonymous,_walk,benchmarks/uglify-js.js~660578:32234044-32234065,
uglify-js.js~664048-664057:35-9,uglify-js.js~663251-663253:13-9,1122,66,10,:anonymous,:anonymous,benchmarks/uglify-js.js~664050:32374906-32374919,
uglify-js.js~661324-661371:9-9,uglify-js.js~661104-661138:9-9,425,278,110,next_token,read_num,benchmarks/uglify-js.js~661364:32274062-32274071,
