SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
babel-minify.js~139950-139982:5-5,<builtin>~1-1:1-1,1590,220,10,make,Map.prototype.set,benchmarks/babel-minify.js~139978:5203582-5203623,
babel-minify.js~329210-329246:17-9,babel-minify.js~312369-312378:1-1,185,214,62,enter,get,benchmarks/babel-minify.js~329213:14134945-14134961,
babel-minify.js~73219-73237:22-3,babel-minify.js~73301-73349:22-3,17320,211,298,nextToken,skipSpace,benchmarks/babel-minify.js~73221:2296939-2296954,
<builtin>~1-1:1-1,babel-minify.js~133314-133316:3-3,138,12,26,Function.prototype.call,UpdateExpression,<builtin>~1:0,
babel-minify.js~332324-332408:3-3,<builtin>~1-1:1-1,18,230,93,genericEarlyExitTransform,Array.prototype.slice,benchmarks/babel-minify.js~332326:14223306-14223358,
babel-minify.js~73872-73938:23-3,babel-minify.js~73247-73252:30-3,110,479,67,readNumber,fullCharCodeAtPos,benchmarks/babel-minify.js~73912:2315021-2315044,
babel-minify.js~137059-137068:1-1,<builtin>~1-1:1-1,15,150,30,mergeChainOpts,Array.prototype.values,benchmarks/babel-minify.js~137065:5123468-5123479,
babel-minify.js~21256-21258:1-1,<builtin>~1-1:1-1,18,42,30,UnionTypeAnnotation,Array.prototype.values,benchmarks/babel-minify.js~21257:649314-649320,
babel-minify.js~74396-74406:20-3,<builtin>~1-1:1-1,70,55,31,__clone,Array.prototype.forEach,benchmarks/babel-minify.js~74400-74404:2328297-2328428,
babel-minify.js~304239-304245:1-1,babel-minify.js~304132-304134:7-3,192,155,9,SequenceExpression,t,benchmarks/babel-minify.js~304240:13480795-13480797,
babel-minify.js~331703-331809:9-9,babel-minify.js~2436-2438:10-5,6,502,34,exit,get,benchmarks/babel-minify.js~331743:14205541-14205555,
babel-minify.js~333402-333413:7-7,babel-minify.js~333259-333311:1-1,54,63,254,NewExpression,replaceArray,benchmarks/babel-minify.js~333405:14254703-14254723,
babel-minify.js~324488-324488:34-52,babel-minify.js~29974-29976:33-3,6412,18,24,:=>,:anonymous,benchmarks/babel-minify.js~324488:14005015-14005028,
babel-minify.js~196740-196743:28-7,lodash.templateSources[68]~1-13:1-2,1,51,10,result,:program,benchmarks/babel-minify.js~196741:7480055-7480107,
<builtin>~1-1:1-1,lodash.templateSources[85]~1-15:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
<builtin>~1-1:1-1,babel-minify.js~72835-72837:3-3,5,27,31,Function.prototype.apply,BaseParser,<builtin>~1:0,
babel-minify.js~136815-136815:8-69,babel-minify.js~79699-79751:10-3,10,23,289,env,cachedFunction,benchmarks/babel-minify.js~136815:5113907-5113938,
babel-minify.js~314077-314111:21-5,<builtin>~1-1:1-1,5,299,30,recurseDescriptors,Array.prototype.values,benchmarks/babel-minify.js~314109:13733010-13733019,
babel-minify.js~133697-133749:3-3,babel-minify.js~133195-133197:7-3,10441,637,9,isPure,t,benchmarks/babel-minify.js~133703:5035914-5035916,
babel-minify.js~72245-72262:28-1,<builtin>~1-1:1-1,295,175,22,updateContext,RegExp.prototype.test,benchmarks/babel-minify.js~72254:2267916-2267963,
babel-minify.js~133777-133853:3-3,babel-minify.js~133613-133620:3-3,138,975,120,crawl,registerConstantViolation,benchmarks/babel-minify.js~133851:5040139-5040180,
babel-minify.js~130995-131167:1-1,babel-minify.js~130954-130956:15-3,5,295,9,File,_traverse,benchmarks/babel-minify.js~131013:4943578-4943588,
babel-minify.js~73270-73285:29-3,<builtin>~1-1:1-1,990,299,97,skipBlockComment,RegExp.prototype.exec,benchmarks/babel-minify.js~73279:2298644-2298670,
babel-minify.js~325368-325372:42-17,<builtin>~1-1:1-1,1308,28,34,:=>,Array.prototype.indexOf,benchmarks/babel-minify.js~325369:14029591-14029621,
babel-minify.js~130995-131167:1-1,babel-minify.js~29876-29914:10-3,5,295,295,File,get,benchmarks/babel-minify.js~131013-131019:4943578-4943727,
babel-minify.js~134958-134966:18-1,<builtin>~1-1:1-1,6,69,16,module.exports,String.prototype.slice,benchmarks/babel-minify.js~134965:5071447-5071464,
babel-minify.js~329459-329465:47-11,babel-minify.js~330153-330166:3-3,1728,54,120,:=>,addBinding,benchmarks/babel-minify.js~329460:14141829-14141873,
babel-minify.js~69057-69080:1-1,babel-minify.js~303533-303558:3-3,306,173,280,ObjectProperty,printJoin,benchmarks/babel-minify.js~69058:2160297-2160333,
babel-minify.js~178735-178783:18-1,<builtin>~1-1:1-1,2,291,16,module.exports,String.prototype.slice,benchmarks/babel-minify.js~178778:6911739-6911773,
babel-minify.js~311761-311768:1-1,<builtin>~1-1:1-1,221,71,16,_remove,Array.isArray,benchmarks/babel-minify.js~311762:13664560-13664588,
babel-minify.js~304346-304487:8-7,babel-minify.js~11-32:11-11,1,279,112,:anonymous,__webpack_require__,benchmarks/babel-minify.js~304355:13484018-13484041,
babel-minify.js~73872-73938:23-3,<builtin>~1-1:1-1,110,479,38,readNumber,String.prototype.replace,benchmarks/babel-minify.js~73916:2315141-2315200,
