SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
buble.js~335356-335389:36-6,buble.js~344293-344307:16-2,6,333,88,:anonymous,prependRight,benchmarks/buble.js~335384-335387:14305776-14306001,
buble.js~65525-65535:34-1,buble.js~65604-65640:46-1,21,124,205,pp$9.regexp_eatCharacterEscape,pp$9.regexp_eatRegExpUnicodeEscapeSequence,benchmarks/buble.js~65531:2061132-2061180,
buble.js~66375-66413:19-1,buble.js~64980-64987:41-1,136,358,90,pp$8.readRegexp,reset,benchmarks/buble.js~66399:2086994-2087027,
buble.js~63676-63737:43-1,buble.js~62093-62101:25-1,1051,613,60,pp$3.parseParenAndDistinguishExpression,pp.afterTrailingComma,benchmarks/buble.js~63690:2009594-2009638,
buble.js~62471-62491:26-1,buble.js~62562-62580:19-1,74,356,177,pp$1.parseTryStatement,pp$1.parseBlock,benchmarks/buble.js~62483:1966300-1966321,
<builtin>~1-1:1-1,lodash.templateSources[81]~1-13:2-1,1,27,13,Function.prototype.apply,anonymous,<builtin>~1:0,
buble.js~337169-337189:36-2,<builtin>~1-1:1-1,4338,172,12,transpile,Function.prototype.call,benchmarks/buble.js~337188:14359001-14359056,
buble.js~334456-334470:28-1,buble.js~337144-337151:35-2,48876,153,38,transpile,transpile,benchmarks/buble.js~334467:14282443-14282475,
buble.js~62014-62018:26-1,buble.js~62166-62181:22-1,5,61,169,parse,pp$1.parseTopLevel,benchmarks/buble.js~62017:1950037-1950060,
buble.js~334432-334446:29-1,<builtin>~1-1:1-1,128922,129,16,initialise,Array.isArray,benchmarks/buble.js~334440:14281668-14281687,
buble.js~66448-66470:19-1,buble.js~61540-61548:1-1,1220,361,92,pp$8.readNumber,isIdentifierStart,benchmarks/buble.js~66465:2089543-2089585,
buble.js~179456-179464:5-5,<builtin>~1-1:1-1,34,116,18,Event,Function.prototype.[Symbol.hasInstance],benchmarks/buble.js~179461:6932734-6932757,
buble.js~180243-180263:5-5,buble.js~191217-191220:5-5,10,253,50,emit,forEach,benchmarks/buble.js~180255-180260:6957716-6957926,
<builtin>~1-1:1-1,<builtin>~1-1:1-1,166,12,13,Function.prototype.call,Object.prototype.toString,<builtin>~1:0,
buble.js~62223-62286:23-1,buble.js~62342-62386:26-1,584,716,642,pp$1.parseStatement,pp$1.parseForStatement,benchmarks/buble.js~62239:1957168-1957195,
buble.js~66544-66590:22-1,buble.js~61722-61724:1-1,15667,464,24,pp$8.readTmplToken,isNewLine,benchmarks/buble.js~66568:2092779-2092791,
buble.js~180825-180828:7-7,lodash.templateSources[53]~4-12:8-1,1,93,47,interpolate,:anonymous,benchmarks/buble.js~180827:6977092-6977168,
buble.js~179733-179748:5-5,buble.js~194889-194891:5-5,2,94,37,setOptions,forOwn,benchmarks/buble.js~179736-179747:6941768-6942154,
buble.js~342813-342834:20-4,buble.js~344293-344307:16-2,570,165,86,:anonymous,prependRight,benchmarks/buble.js~342829:14514339-14514375,
buble.js~334503-334505:15-2,buble.js~334479-334481:14-2,6,47,26,RestElement,Identifier,benchmarks/buble.js~334504:14283246-14283297,
buble.js~64155-64178:19-1,buble.js~64130-64149:24-1,46606,223,198,pp$3.parseIdent,pp$3.checkUnreserved,benchmarks/buble.js~64176:2027499-2027524,
buble.js~65360-65376:43-1,buble.js~65021-65023:43-1,1041,89,27,pp$9.regexp_eatExtendedPatternCharacter,current,benchmarks/buble.js~65361:2056475-2056489,
buble.js~62116-62123:1-1,buble.js~62116-62123:1-1,35876,8,76,DestructuringErrors,DestructuringErrors,benchmarks/buble.js~62116-62123:1952557-1952723,
buble.js~179456-179464:5-5,buble.js~188445-188461:14-7,17,116,163,Event,:anonymous,benchmarks/buble.js~179462:6932769-6932860,
buble.js~65149-65169:23-1,buble.js~65307-65317:31-1,1208,113,128,pp$9.regexp_eatTerm,pp$9.regexp_eatExtendedAtom,benchmarks/buble.js~65163:2050876-2050909,
buble.js~62223-62286:23-1,buble.js~62699-62719:19-1,20,730,218,pp$1.parseStatement,pp$1.parseClass,benchmarks/buble.js~62245:1957428-1957454,
buble.js~334761-334764:27-2,buble.js~335397-335401:7-6,18,100,25,:anonymous,:anonymous,benchmarks/buble.js~334762:14289879-14289895,
buble.js~64271-64276:25-1,<builtin>~1-1:1-1,5861,75,19,pp$5.exitLexicalScope,Array.prototype.pop,benchmarks/buble.js~64272:2030563-2030583,
buble.js~62166-62181:22-1,buble.js~62992-62996:31-1,6,141,74,pp$1.parseTopLevel,pp$1.adaptDirectivePrologue,benchmarks/buble.js~62175:1954843-1954880,
<builtin>~1-1:1-1,buble.js~64440-64443:30-1,8509,12,64,Function.prototype.call,updateContext,<builtin>~1:0,
buble.js~185379-185390:5-5,<builtin>~1-1:1-1,2,147,9,baseKeys,Object,benchmarks/buble.js~185384:7119957-7119970,
buble.js~180825-180828:7-7,lodash.templateSources[28]~4-14:8-1,1,93,93,interpolate,:anonymous,benchmarks/buble.js~180827:6977092-6977168,
<builtin>~1-1:1-1,lodash.templateSources[40]~1-13:2-1,1,27,13,Function.prototype.apply,anonymous,<builtin>~1:0,
buble.js~180930-181003:7-7,buble.js~179610-179614:5-5,3,372,39,evaluate,getMean,benchmarks/buble.js~180954:6981389-6981403,
<builtin>~1-1:1-1,<builtin>~1-1:1-1,2,12,20,Function.prototype.call,Array.prototype.shift,<builtin>~1:0,
buble.js~62166-62181:22-1,buble.js~64343-64345:19-1,6,169,42,pp$1.parseTopLevel,pp$6.finishNode,benchmarks/buble.js~62180:1954997-1955028,
buble.js~62471-62491:26-1,buble.js~62562-62580:19-1,5,356,177,pp$1.parseTryStatement,pp$1.parseBlock,benchmarks/buble.js~62487:1966462-1966478,
buble.js~180825-180828:7-7,lodash.templateSources[97]~4-12:8-1,1,93,47,interpolate,:anonymous,benchmarks/buble.js~180827:6977092-6977168,
buble.js~65307-65317:31-1,buble.js~65265-65274:43-1,1202,128,63,pp$9.regexp_eatExtendedAtom,pp$9.regexp_eatReverseSolidusAtomEscape,benchmarks/buble.js~65310:2054903-2054948,
