SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
typescript.js~600409-600691:5-5,typescript.js~597038-597043:5-5,12,5912,52,visitEachChild,updateBinary,benchmarks/typescript.js~600539:28901878-28902047,
typescript.js~553108-553121:5-5,typescript.js~538479-538485:9-9,11,123,55,createSourceFile,mark,benchmarks/typescript.js~553110:26190784-26190817,
typescript.js~623121-625218:5-5,typescript.js~623544-623751:9-9,11,1709,1231,createProgram,tryReuseStructureFromOldProgram,benchmarks/typescript.js~623216:30089359-30089391,
typescript.js~620165-620167:9-9,typescript.js~620168-620176:9-9,54,20,106,emitFunctionDeclaration,emitFunctionDeclarationOrExpression,benchmarks/typescript.js~620166:29944278-29944318,
typescript.js~579607-579628:9-9,<builtin>~1-1:1-1,396,177,24,getTypeReferenceId,Array.prototype.indexOf,benchmarks/typescript.js~579613:27698221-27698245,
typescript.js~564213-564231:9-9,typescript.js~564232-564245:9-9,22,167,93,isNarrowingBinaryExpression,isNarrowableOperand,benchmarks/typescript.js~564221:26776159-26776189,
typescript.js~571337-571378:9-9,typescript.js~549642-549644:5-5,473,364,16,getNameOfSymbolAsWritten,isComputedPropertyName,benchmarks/typescript.js~571354:27201680-27201712,
typescript.js~565097-565115:9-9,typescript.js~563884-563925:9-9,781,126,354,bindBlockScopedDeclaration,declareModuleMember,benchmarks/typescript.js~565100:26823126-26823179,
typescript.js~593175-593211:9-9,typescript.js~552503-552508:5-5,11,313,37,checkSourceFileWorker,skipTypeChecking,benchmarks/typescript.js~593178:28518140-28518181,
typescript.js~620077-620099:9-9,typescript.js~621999-622006:9-9,1716,178,57,emitTokenWithComment,emitTrailingCommentsOfPosition,benchmarks/typescript.js~620096:29941070-29941126,
typescript.js~558321-558403:65-17,typescript.js~543327-543327:27-79,39072,450,27,:anonymous,getTokenText,benchmarks/typescript.js~558379:26462851-26462872,
typescript.js~603609-603617:9-9,typescript.js~548511-548513:5-5,72,235,28,transformParameterWithPropertyAssignment,moveRangePos,benchmarks/typescript.js~603616:29071835-29071859,
typescript.js~557206-557278:9-9,typescript.js~557478-557481:9-9,143,280,54,isDeclaration,nextTokenIsIdentifierOrStringLiteralOnSameLine,benchmarks/typescript.js~557242:26404185-26404232,
typescript.js~599823-599828:5-5,typescript.js~549925-549927:5-5,42,68,18,parenthesizeConciseBody,isBlock,benchmarks/typescript.js~599824:28859604-28859619,
typescript.js~582087-582098:13-13,typescript.js~581132-581157:9-9,216,89,265,narrowTypeByTruthiness,isMatchingReference,benchmarks/typescript.js~582088:27843336-27843371,
typescript.js~578167-578189:9-9,typescript.js~579633-579644:9-9,288,173,117,isTypeRelatedTo,getRelationKey,benchmarks/typescript.js~578180:27604849-27604888,
typescript.js~573997-574005:9-9,<builtin>~1-1:1-1,4329,71,9,getPropertyOfObjectType,Map.prototype.get,benchmarks/typescript.js~574000:27359436-27359461,
typescript.js~536768-536779:5-5,typescript.js~537935-537937:5-5,869,74,16,contains,equateValues,benchmarks/typescript.js~536773:25156652-25156677,
<builtin>~1-1:1-1,lodash.templateSources[74]~1-15:2-1,1,27,13,Function.prototype.apply,anonymous,<builtin>~1:0,
typescript.js~576875-576965:9-9,typescript.js~576644-576663:9-9,2365,405,186,getTypeFromTypeNode,getTypeFromTypeLiteralOrFunctionOrConstructorTypeNode,benchmarks/typescript.js~576943:27528718-27528776,
typescript.js~619261-619307:9-9,typescript.js~550179-550181:5-5,450,245,16,emitHelpers,isSourceFile,benchmarks/typescript.js~619270:29903563-29903590,
typescript.js~575320-575333:9-9,typescript.js~550933-550938:5-5,7403,121,51,getConstrainedTypeVariable,isStatement,benchmarks/typescript.js~575322:27435865-27435884,
typescript.js~618002-618258:5-5,typescript.js~536845-536854:5-5,12,456,71,transformNodes,map,benchmarks/typescript.js~618060:29838529-29838589,
typescript.js~556608-556649:9-9,typescript.js~553614-553616:9-9,22,342,9,parseMemberExpressionRest,token,benchmarks/typescript.js~556629:26372200-26372206,
typescript.js~575763-575774:9-9,typescript.js~575738-575748:9-9,72,81,98,removeSubtypes,isSubtypeOfAny,benchmarks/typescript.js~575770:27461410-27461440,
typescript.js~186657-186681:5-5,typescript.js~184362-184368:5-5,539,177,86,copyObject,assignValue,benchmarks/typescript.js~186677:7162446-7162479,
typescript.js~584836-584841:9-9,typescript.js~548797-548799:5-5,156,82,24,isExcessPropertyCheckTarget,getObjectFlags,benchmarks/typescript.js~584837:28012615-28012637,
typescript.js~556961-556979:9-9,typescript.js~553571-553573:9-9,275,128,17,parseFunctionBlock,inYieldContext,benchmarks/typescript.js~556962:26389821-26389836,
typescript.js~621370-621392:9-9,typescript.js~548560-548562:5-5,96,131,27,shouldWriteClosingLineTerminator,rangeEndPositionsAreOnSameLine,benchmarks/typescript.js~621386:29995836-29995910,
typescript.js~600719-601132:5-5,typescript.js~600705-600707:5-5,360,2500,24,reduceEachChild,reduceNode,benchmarks/typescript.js~600756:28920608-28920644,
typescript.js~566052-566066:9-9,typescript.js~565237-565249:9-9,33,96,88,bindFunctionDeclaration,checkStrictModeFunctionDeclaration,benchmarks/typescript.js~566060:26878156-26878195,
typescript.js~621903-621929:9-9,typescript.js~537762-537762:5-24,450,151,10,emitBodyWithDetachedComments,noop,benchmarks/typescript.js~621904:30019822-30019835,
typescript.js~585751-585791:9-9,typescript.js~578203-579481:9-9,12,360,466,checkApplicableSignature,checkTypeRelatedTo,benchmarks/typescript.js~585788:28072186-28072259,
typescript.js~585751-585791:9-9,typescript.js~588423-588435:9-9,732,321,68,checkApplicableSignature,checkExpressionWithContextualType,benchmarks/typescript.js~585775:28071071-28071187,
typescript.js~584089-584094:9-9,typescript.js~575554-575556:9-9,48,55,23,getArrayLiteralType,createArrayType,benchmarks/typescript.js~584091-584093:27966238-27966413,
typescript.js~567277-595876:5-5,typescript.js~536524-536526:5-5,11,7090,22,createTypeChecker,createMap,benchmarks/typescript.js~567853:26978331-26978344,
typescript.js~557944-557955:9-9,typescript.js~557933-557943:9-9,121,127,85,parseModuleOrNamespaceDeclaration,parseModuleBlock,benchmarks/typescript.js~557953:26440291-26440308,
typescript.js~574630-574696:9-9,typescript.js~574525-574532:9-9,2017,581,85,getSignatureFromDeclaration,getTypeParametersFromDeclaration,benchmarks/typescript.js~574690:27398557-27398601,
typescript.js~600719-601132:5-5,typescript.js~600705-600707:5-5,414,2584,29,reduceEachChild,reduceNode,benchmarks/typescript.js~600881:28927393-28927429,
typescript.js~579115-579257:13-13,typescript.js~573997-574005:9-9,24,1269,71,propertiesRelatedTo,getPropertyOfObjectType,benchmarks/typescript.js~579147:27669243-27669297,
typescript.js~564961-564965:9-9,typescript.js~553137-553139:5-5,154,58,28,declareSourceFileMember,isExternalModule,benchmarks/typescript.js~564962:26814640-26814664,
typescript.js~593441-593541:9-9,typescript.js~549804-549806:5-5,583,625,16,getSymbolOfEntityNameOrPropertyAccessExpression,isPropertyAccessExpression,benchmarks/typescript.js~593468:28533301-28533341,
typescript.js~606675-606692:9-9,typescript.js~597235-597239:5-5,30,279,51,transformFunctionBody,updateBlock,benchmarks/typescript.js~606689:29236188-29236275,
typescript.js~557668-557726:9-9,typescript.js~553617-553619:9-9,154,220,22,isClassMemberStart,nextToken,benchmarks/typescript.js~557694:26427232-26427242,
