SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
source-map.js~180825-180828:7-7,lodash.templateSources[56]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/source-map.js~180827:6977092-6977168,
<builtin>~1-1:1-1,lodash.templateSources[55]~1-13:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
source-map.js~180825-180828:7-7,lodash.templateSources[82]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/source-map.js~180827:6977092-6977168,
source-map.js~180930-181003:7-7,source-map.js~191554-191559:5-5,3,302,100,evaluate,reduce,benchmarks/source-map.js~180956:6981507-6981532,
source-map.js~188016-188036:5-5,source-map.js~186352-186357:5-5,94,145,43,hasPath,castPath,benchmarks/source-map.js~188017:7208811-7208832,
<builtin>~1-1:1-1,<builtin>~1-1:1-1,431,172,15,RegExp.prototype.[Symbol.replace],RegExp.prototype.get unicode,<builtin>~1:0,
source-map.js~180825-180828:7-7,lodash.templateSources[37]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/source-map.js~180827:6977092-6977168,
<builtin>~1-1:1-1,lodash.templateSources[44]~1-13:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
source-map.js~184511-184591:5-5,source-map.js~193619-193622:5-5,102,405,41,baseClone,isObject,benchmarks/source-map.js~184523:7090916-7090930,
source-map.js~522809-522819:22-5,source-map.js~151918-151920:3-3,24,72,35,:=>,SourceMapGenerator_toString,benchmarks/source-map.js~522818:24532664-24532677,
source-map.js~186352-186357:5-5,<builtin>~1-1:1-1,94,43,16,castPath,Array.isArray,benchmarks/source-map.js~186353:7151400-7151413,
source-map.js~196646-196752:5-5,source-map.js~193467-193474:5-5,77,641,58,template,isError,benchmarks/source-map.js~196748:7480361-7480375,
source-map.js~34241-34283:1-1,<builtin>~1-1:1-1,325294,201,66,normalize,Array.prototype.join,benchmarks/source-map.js~34272:1045013-1045027,
source-map.js~151600-151632:3-3,<builtin>~1-1:1-1,124662,243,8,SourceMapGenerator_addMapping,String,benchmarks/source-map.js~151618:5646477-5646488,
source-map.js~184511-184591:5-5,<builtin>~1-1:1-1,48,405,16,baseClone,Array.isArray,benchmarks/source-map.js~184526:7090983-7090996,
<builtin>~1-1:1-1,<builtin>~1-1:1-1,6748458,62,95,RegExp.prototype.[Symbol.split],RegExp.prototype.exec,<builtin>~1:0,
source-map.js~196740-196743:28-7,lodash.templateSources[56]~1-13:1-2,1,51,10,result,:program,benchmarks/source-map.js~196741:7480055-7480107,
source-map.js~184241-184255:5-5,<builtin>~1-1:1-1,48,125,42,stackSet,Array.prototype.push,benchmarks/source-map.js~184246:7081737-7081760,
<builtin>~1-1:1-1,source-map.js~383396-383404:40-5,186,31,48,Array.prototype.forEach,:anonymous,<builtin>~1:0,
source-map.js~381938-381944:8-3,source-map.js~382338-382439:3-3,24,43,519,get,SourceMapConsumer_parseMappings,benchmarks/source-map.js~381940:16174976-16175027,
source-map.js~186657-186681:5-5,source-map.js~184362-184368:5-5,539,191,78,copyObject,assignValue,benchmarks/source-map.js~186677:7162446-7162479,
<builtin>~1-1:1-1,/^\w*$/~1-1:1-7,94,95,18,RegExp.prototype.exec,regex TRegex fwd: /^\w*$/,<builtin>~1:0,
source-map.js~180825-180828:7-7,lodash.templateSources[29]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/source-map.js~180827:6977092-6977168,
<builtin>~1-1:1-1,<function>~1-7:2-1,1,12,134,Function.prototype.call,anonymous,<builtin>~1:0,
<builtin>~1-1:1-1,lodash.templateSources[48]~1-13:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
source-map.js~383313-383422:3-3,source-map.js~381999-382028:3-3,24,125,126,SourceNode_fromStringWithSourceMap,SourceMapConsumer_eachMapping,benchmarks/source-map.js~383344-383384:16224185-16226108,
<builtin>~1-1:1-1,lodash.templateSources[25]~1-13:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
source-map.js~152191-152193:30-1,<builtin>~1-1:1-1,71,23,54,ArraySet_toArray,Array.prototype.slice,benchmarks/source-map.js~152192:5665084-5665102,
source-map.js~180825-180828:7-7,lodash.templateSources[75]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/source-map.js~180827:6977092-6977168,
source-map.js~196740-196743:28-7,lodash.templateSources[47]~1-13:1-2,1,51,10,result,:program,benchmarks/source-map.js~196741:7480055-7480107,
<builtin>~1-1:1-1,source-map.js~181134-181164:5-5,4,27,192,Function.prototype.apply,run,<builtin>~1:0,
source-map.js~196740-196743:28-7,lodash.templateSources[49]~1-13:1-2,1,51,10,result,:program,benchmarks/source-map.js~196741:7480055-7480107,
source-map.js~180507-180545:31-9,source-map.js~193648-193650:5-5,4,250,23,:anonymous,isObjectLike,benchmarks/source-map.js~180531:6966159-6966183,
source-map.js~196740-196743:28-7,lodash.templateSources[92]~1-13:1-2,1,51,10,result,:program,benchmarks/source-map.js~196741:7480055-7480107,
source-map.js~180825-180828:7-7,lodash.templateSources[39]~4-14:8-1,1,75,129,interpolate,:anonymous,benchmarks/source-map.js~180827:6977092-6977168,
<builtin>~1-1:1-1,lodash.templateSources[96]~1-15:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
source-map.js~195182-195184:5-5,source-map.js~185379-185390:5-5,119,29,134,keys,baseKeys,benchmarks/source-map.js~195183:7430071-7430086,
source-map.js~180825-180828:7-7,lodash.templateSources[69]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/source-map.js~180827:6977092-6977168,
source-map.js~180825-180828:7-7,lodash.templateSources[86]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/source-map.js~180827:6977092-6977168,
source-map.js~196740-196743:28-7,lodash.templateSources[71]~1-13:1-2,1,51,10,result,:program,benchmarks/source-map.js~196741:7480055-7480107,
<builtin>~1-1:1-1,lodash.templateSources[81]~1-13:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
source-map.js~34193-34205:1-1,/^(?:([\w+\-.]+):)?\/\/(?:(\w+...~1-1:1-64,55608,79,33,urlParse,regex TRegex cg: /^(?:([\w+\-.]+):)?\/\/(?:(\w+...,benchmarks/source-map.js~34199:1043380-1043387,
source-map.js~180507-180545:31-9,<builtin>~1-1:1-1,19,250,42,:anonymous,Array.prototype.push,benchmarks/source-map.js~180543:6966644-6966715,
source-map.js~195034-195036:5-5,source-map.js~188016-188036:5-5,94,27,145,has,hasPath,benchmarks/source-map.js~195035:7425729-7425758,
source-map.js~196740-196743:28-7,lodash.templateSources[22]~1-13:1-2,1,51,10,result,:program,benchmarks/source-map.js~196741:7480055-7480107,
source-map.js~11-32:11-11,<builtin>~1-1:1-1,1,112,12,__webpack_require__,Function.prototype.call,benchmarks/source-map.js~25:784-866,
source-map.js~383430-383447:28-1,<builtin>~1-1:1-1,240432,84,42,SourceNode_add,Array.prototype.push,benchmarks/source-map.js~383438:16227904-16227929,
source-map.js~180930-181003:7-7,source-map.js~188445-188461:14-7,3,345,143,evaluate,:anonymous,benchmarks/source-map.js~180970-180977:6982207-6982402,
source-map.js~180825-180828:7-7,lodash.templateSources[57]~4-12:8-1,1,75,52,interpolate,:anonymous,benchmarks/source-map.js~180827:6977092-6977168,
source-map.js~181134-181164:5-5,source-map.js~181025-181116:5-5,3,192,456,run,cycle,benchmarks/source-map.js~181155:6988062-6988082,
<builtin>~1-1:1-1,source-map.js~178672-178717:8-7,1,12,160,Function.prototype.call,:anonymous,<builtin>~1:0,
<builtin>~1-1:1-1,/\/$/~1-1:1-5,28140,95,16,RegExp.prototype.exec,regex literal:endsWith(/): /\/$/,<builtin>~1:0,
source-map.js~382338-382439:3-3,<builtin>~1-1:1-1,374695,519,42,SourceMapConsumer_parseMappings,Array.prototype.push,benchmarks/source-map.js~382387:16191210-16191228,
source-map.js~187049-187091:7-7,source-map.js~186567-186589:5-5,52,283,146,wrapper,composeArgs,benchmarks/source-map.js~187062:7175715-7175761,
