SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
terser.js~533109-533633:23-9,terser.js~529231-529233:17-9,930,2315,42,:anonymous,option,benchmarks/terser.js~533115:24988510-24988541,
terser.js~534395-534541:30-9,terser.js~531229-531235:44-13,87,975,85,:anonymous,:anonymous,benchmarks/terser.js~534403:25054557-25054591,
terser.js~528788-528798:30-9,terser.js~528125-528127:21-13,564,90,31,:anonymous,parent,benchmarks/terser.js~528794:24781086-24781101,
terser.js~533700-533760:30-9,terser.js~529231-529233:17-9,61,503,42,:anonymous,option,benchmarks/terser.js~533714:25017418-25017450,
terser.js~531596-531647:29-13,terser.js~529231-529233:17-9,397,308,42,:anonymous,option,benchmarks/terser.js~531598:24912985-24913017,
terser.js~527056-527175:33-9,terser.js~527299-527302:42-5,132,1125,74,tw,:anonymous,benchmarks/terser.js~527145:24716331-24716355,
terser.js~180709-180771:7-7,terser.js~180825-180828:7-7,7,429,75,createCompiled,interpolate,benchmarks/terser.js~180716:6973549-6973573,
terser.js~527056-527175:33-9,<builtin>~1-1:1-1,22367,1181,18,tw,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~527123:24715022-24715055,
terser.js~531229-531235:44-13,terser.js~522929-522931:5-5,76,85,11,:anonymous,return_this,benchmarks/terser.js~531231:24898490-24898514,
terser.js~526556-526598:26-9,terser.js~524880-524890:9-9,1730,266,114,subscripts,next,benchmarks/terser.js~526559:24692294-24692299,
terser.js~531441-531447:34-13,terser.js~531337-531440:29-13,10,67,314,:anonymous,:anonymous,benchmarks/terser.js~531442:24906069-24906107,
terser.js~525971-526056:25-9,terser.js~524880-524890:9-9,170,717,114,expr_atom,next,benchmarks/terser.js~526031:24672689-24672694,
terser.js~196740-196743:28-7,lodash.templateSources[91]~1-13:1-2,1,51,10,result,:program,benchmarks/terser.js~196741:7480055-7480107,
terser.js~529327-529334:40-13,terser.js~532650-532665:34-9,959,58,90,:anonymous,:anonymous,benchmarks/terser.js~529331:24803356-24803382,
terser.js~529306-529323:17-9,terser.js~526966-526971:31-9,479,157,76,before,:anonymous,benchmarks/terser.js~529314:24802720-24802738,
terser.js~531665-531683:43-9,terser.js~529231-529233:17-9,582,111,42,:anonymous,option,benchmarks/terser.js~531666:24915813-24915839,
terser.js~528137-528160:37-9,terser.js~528253-528256:25-9,96,166,56,:anonymous,:anonymous,benchmarks/terser.js~528151:24754694-24754718,
<builtin>~1-1:1-1,terser.js~530276-530347:17-17,1629,31,926,Array.prototype.forEach,extract_candidates,<builtin>~1:0,
terser.js~525292-525320:25-9,<builtin>~1-1:1-1,25,207,18,function_,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~525308:24644040-24644078,
terser.js~530633-530642:17-17,<builtin>~1-1:1-1,92,91,18,has_multiple_if_returns,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~530637:24869031-24869061,
terser.js~180930-181003:7-7,terser.js~191837-191839:25-5,3,282,20,evaluate,now,benchmarks/terser.js~180941:6980826-6980832,
terser.js~531306-531335:34-13,<builtin>~1-1:1-1,60,227,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~531308:24902157-24902182,
terser.js~530276-530347:17-17,<builtin>~1-1:1-1,25,926,18,extract_candidates,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~530318:24851584-24851615,
terser.js~527431-527435:9-9,terser.js~522865-522867:5-5,1356,33,24,collect,member,benchmarks/terser.js~527432:24727643-24727679,
terser.js~532650-532665:34-9,terser.js~532545-532558:29-13,88,90,117,:anonymous,:anonymous,benchmarks/terser.js~532653:24966084-24966127,
<builtin>~1-1:1-1,/[+-]$/~1-1:1-7,589,98,18,RegExp.prototype.exec,regex TRegex fwd: /[+-]$/,<builtin>~1:0,
terser.js~527281-527294:43-5,terser.js~522992-522994:5-5,7324,94,34,:anonymous,push_uniq,benchmarks/terser.js~527285:24722181-24722206,
terser.js~534576-534690:22-9,terser.js~524292-524294:5-5,15,772,32,:anonymous,is_identifier_string,benchmarks/terser.js~534594:25064154-25064183,
terser.js~528084-528093:27-13,terser.js~527790-527858:9-9,1929,58,499,print_string,print,benchmarks/terser.js~528092:24752504-24752517,
terser.js~523560-523564:16-9,terser.js~524136-524146:17-9,591,40,87,_walk,_visit,benchmarks/terser.js~523561-523563:24560772-24560876,
terser.js~530050-530119:51-17,<builtin>~1-1:1-1,1107,1279,18,scanner,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~530069:24837252-24837290,
terser.js~527056-527175:33-9,<builtin>~1-1:1-1,22301,1181,18,tw,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~527125:24715176-24715204,
terser.js~528144-528149:13-13,terser.js~528583-528599:26-9,168,54,128,doit,:anonymous,benchmarks/terser.js~528147:24754541-24754563,
terser.js~525783-525809:9-9,terser.js~526771-526785:26-9,265,251,95,vardefs,expression,benchmarks/terser.js~525799:24663851-24663874,
terser.js~523856-523860:41-13,terser.js~523206-523208:16-9,272,69,24,:anonymous,_walk,benchmarks/terser.js~523859:24573311-24573341,
terser.js~527303-527308:41-5,<builtin>~1-1:1-1,121,87,18,:anonymous,Function.prototype.[Symbol.hasInstance],benchmarks/terser.js~527305:24722993-24723021,
terser.js~532804-532933:21-9,terser.js~529327-529334:40-13,52,1256,58,:anonymous,:anonymous,benchmarks/terser.js~532858-532864:24976163-24976486,
terser.js~525237-525251:9-9,terser.js~526786-526791:9-9,15,100,52,regular_for,in_loop,benchmarks/terser.js~525247-525249:24641702-24641791,
terser.js~524718-524729:9-9,terser.js~524350-524369:9-9,1730,81,189,handle_dot,next,benchmarks/terser.js~524719:24621988-24621993,
terser.js~530881-530956:13-13,terser.js~530839-530880:13-13,950,726,362,join_consecutive_vars,join_object_assignments,benchmarks/terser.js~530925:24883731-24883770,
